id,"name","description","chebi_name","chebi_id","created_at","updated_at",creator_id,updater_id,"chebi_definition"
816,"central nervous system stimulant",NULL,"central nervous system drug","35470","2012-04-10 10:05:27","2015-10-27 17:52:11",NULL,NULL,"A class of drugs producing both physiological and psychological effects through a variety of mechanisms involving the central nervous system."
817,"central nervous system toxic",NULL,"neurotoxic agent","50910","2012-04-10 10:05:27","2015-10-27 17:52:12",NULL,NULL,"A poison that interferes with the functions of the nervous system."
818,"coagulant","An agent that causes blood or another liquid to coagulate.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:12",NULL,NULL,NULL
819,"cold preventive","An agent, drug or nutritional factor, that prevents development of cold symptoms, such as congestion or body aches. 
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:16",NULL,NULL,NULL
820,"coleopterifuge",NULL,"pesticide","25944","2012-04-10 10:05:27","2015-10-27 17:52:12",NULL,NULL,"Strictly, a substance intended to kill pests. In common usage, any substance used for controlling, preventing, or destroying animal, microbiological or plant pests."
821,"coleoptophile","A substance able to kill or inhibit the activity of beetles. 
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:10",NULL,NULL,NULL
822,"collagen-sparing",NULL,NULL,NULL,"2012-04-10 10:05:27","2012-04-10 10:05:27",NULL,NULL,NULL
823,"collagenase inhibitor",NULL,"enzyme inhibitor","23924","2012-04-10 10:05:27","2015-10-27 17:52:13",NULL,NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
824,"collagenic","An agent that stimulates production of collage, the fibrous protein constituent of bone, cartilage, tendon, and other connective tissue.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:15",NULL,NULL,NULL
825,"collyrium","A lotion or liquid wash used as a cleanser for the eyes, particularly in diseases of the eye.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:10",NULL,NULL,NULL
826,"colorant",NULL,"dye","37958","2012-04-10 10:05:27","2012-04-10 10:05:27",NULL,NULL,NULL
827,"comedogenic","An agent that causes blackheads by blocking the pores of the skin.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:12",NULL,NULL,NULL
828,"comedolytic","An agent that resolves comedones or prevents the formation of new comedones (skin-coloured, small bumps (papules) frequently found on the forehead and chin of those with acne).
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:15",NULL,NULL,NULL
829,"congestant","An agent that causes congestion, which is the act of gathering into a heap or mass (accumulation).
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:12",NULL,NULL,NULL
830,"contraceptive",NULL,"pharmaceutical","52217","2012-04-10 10:05:27","2015-10-27 17:52:14",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
831,"controlled","The behaviour of which is supervised or regulated.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:19",NULL,NULL,NULL
832,"convulsant","An agent, or drug that induces convulsions and/or epileptic seizures, the opposite of an anticonvulsant. These drugs generally act as stimulants at low doses, but are not used for this purpose due to the risk of convulsions and consequent excitotoxicity.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:16",NULL,NULL,NULL
833,"copper antagonist",NULL,"antagonist","48706","2012-04-10 10:05:27","2015-10-27 17:52:14",NULL,NULL,"Substance that attaches to and blocks cell receptors that normally bind naturally occurring substances."
834,"copper chelator",NULL,"chelator","38161","2012-04-10 10:05:27","2015-10-27 17:52:15",NULL,NULL,"A ligand with two or more separate binding sites that can bind to a single metallic central atom, forming a chelate."
835,"coronarydilator","An agent, or drug, that dilates the coronary vessels.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:16",NULL,NULL,NULL
836,"corrosive","A substance that destroys or damages other substances with which it comes into contact. It may attack a great variety of materials, including metals and various organic compounds, but people are mostly concerned with its effects on living tissue: it causes chemical burns on contact.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:10",NULL,NULL,NULL
837,"corticosterogenic","An agent that stimulates the production of corticosterone, a 21-carbon steroid hormone of the corticosteroid type produced in the cortex of the adrenal glands in rodents and other non-human animals.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:16",NULL,NULL,NULL
838,"cosmetic",NULL,"cosmetic","64857","2012-04-10 10:05:27","2015-10-29 22:42:53",NULL,NULL,"The role played by a substance in enhancing the appearance or odour of the human body; a name given to the substance itself or to a component of it."
839,"counterirritant","An agent that creates irritation or mild inflammation in one location with the goal of lessening discomfort and/or inflammation in another location.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:12",NULL,NULL,NULL
840,"cyclooxygenase-1 inhibitor",NULL,"cyclooxygenase 1 inhibitor","50630","2012-04-10 10:05:27","2015-10-27 17:52:16",NULL,NULL,"A cyclooxygenase inhibitor that interferes with the action of cyclooxygenase 1."
841,"cyclooxygenase-2 inhibitor",NULL,"cyclooxygenase 2 inhibitor","50629","2012-04-10 10:05:27","2015-10-27 17:52:16",NULL,NULL,"A cyclooxygenase inhibitor that interferes with the action of cyclooxygenase 2."
842,"crustacicide","An agent that kills organisms of the subphylum Crustacea.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:13",NULL,NULL,NULL
843,"culicide","An agent that destroys mosquitoes.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:12",NULL,NULL,NULL
844,"curare","A plant extract alkaloid poison that inhibits the nicotinic acetylcholine receptor (nAChR), which is a subtype of acetylcholine receptor found at the neuromuscular junction. This causes weakness of the skeletal muscles and, when administered in a sufficient dose, eventual death by asphyxiation due to paralysis of the diaphragm.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:10",NULL,NULL,NULL
845,"cyanogenic","An agent that stimulates producing hydrogen cyanide.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:15",NULL,NULL,NULL
846,"cyclin-B1 inhibitor",NULL,"inhibitor","35222","2012-04-10 10:05:27","2015-10-27 17:52:17",NULL,NULL,"A substance that diminishes the rate of a chemical reaction."
847,"cyclin-D1 inhibitor",NULL,"inhibitor","35222","2012-04-10 10:05:27","2015-10-27 17:52:18",NULL,NULL,"A substance that diminishes the rate of a chemical reaction."
848,"cyclooxygenase activator","An agent that stimulates the activity of cyclooxygenase, an enzyme that is responsible for formation of prostanoids, including prostaglandins such as prostacyclin and thromboxane.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:15",NULL,NULL,NULL
849,"cyclooxygenase inhibitor",NULL,"cyclooxygenase inhibitor","35544","2012-04-10 10:05:27","2015-10-27 17:52:18",NULL,NULL,"A compound or agent that combines with cyclooxygenases (EC 1.14.99.1) and thereby prevents its substrate-enzyme combination with arachidonic acid and the formation of icosanoids, prostaglandins, and thromboxanes."
850,"cytochrome-CYP1A1 inhibitor",NULL,"inhibitor","35222","2012-04-10 10:05:27","2015-10-27 17:52:19",NULL,NULL,"A substance that diminishes the rate of a chemical reaction."
851,"cytochrome-P450-1A1 inhibitor",NULL,"P450 inhibitor","50183","2012-04-10 10:05:27","2015-10-27 17:52:19",NULL,NULL,"An enzyme inhibitor that interferes with the activity of cytochrome P450 involved in catalysis of organic substances."
852,"cytochrome-P450-1A2 inhibitor",NULL,"P450 inhibitor","50183","2012-04-10 10:05:27","2015-10-27 17:52:20",NULL,NULL,"An enzyme inhibitor that interferes with the activity of cytochrome P450 involved in catalysis of organic substances."
853,"cytochrome-P450-2E1 inhibitor",NULL,"P450 inhibitor","50183","2012-04-10 10:05:27","2015-10-27 17:52:20",NULL,NULL,"An enzyme inhibitor that interferes with the activity of cytochrome P450 involved in catalysis of organic substances."
854,"cytochrome-p450 inducer","An agent that stimulates the activity of cytochrome-p450 enzymes, hemoproteins that act for example as terminal oxidase enzymes in electron transfer chains.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:15",NULL,NULL,NULL
855,"cytochrome-P450 inhibitor",NULL,"P450 inhibitor","50183","2012-04-10 10:05:27","2015-10-27 17:52:21",NULL,NULL,"An enzyme inhibitor that interferes with the activity of cytochrome P450 involved in catalysis of organic substances."
856,"cytochrome-p488 inducer","An agent that stimulates the activity of cytochrome-p488 enzymes, isoenzymes of cytochrome-p450.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:15",NULL,NULL,NULL
857,"cytoprotective","An agent that protects cells from noxious chemicals or other stimuli.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:14",NULL,NULL,NULL
858,"cytostatic","An agent that inhibits cell growth.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:12",NULL,NULL,NULL
859,"cytotoxic",NULL,"aetiopathogenetic role","52209","2012-04-10 10:05:27","2015-10-27 17:52:21",NULL,NULL,"A role played by the molecular entity or part thereof which causes the development of a pathological process."
860,"decalcifier","An agent, or solution, that has the ability to remove calcium or calcium compounds form a target, such as bones or teeth.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:17",NULL,NULL,NULL
861,"decarboxylase inhibitor",NULL,"enzyme inhibitor","23924","2012-04-10 10:05:27","2015-10-27 17:52:22",NULL,NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
862,"decongestant",NULL,"nasal decongestant","77715","2012-04-10 10:05:27","2015-10-29 22:43:21",NULL,NULL,"A drug used to relieve nasal congestion in the upper respiratory tract."
863,"degranulant","An agent that stimulates the loss or release of granules of a substance, typically as part of an immune reaction.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:16",NULL,NULL,NULL
864,"dehydrogenase inhibitor",NULL,"enzyme inhibitor","23924","2012-04-10 10:05:27","2015-10-27 17:52:22",NULL,NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
865,"deiodinase inhibitor",NULL,"enzyme inhibitor","23924","2012-04-10 10:05:27","2015-10-27 17:52:23",NULL,NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
866,"deliriant","A class of hallucinogen that are unique in that, even with lower doses, they offer solid hallucinations which display themselves seamlessly into waking consciousness, similar to fully formed dreams or delusions.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:10",NULL,NULL,NULL
867,"delta9-desaturase inhibitor",NULL,"enzyme inhibitor","23924","2012-04-10 10:05:27","2015-10-27 17:52:23",NULL,NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
868,"demulcent","An agent that forms a soothing film over a mucous membrane, relieving minor pain and inflammation of the membrane.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:12",NULL,NULL,NULL
869,"dentifrice","An agent used along with a toothbrush to clean and polish natural teeth.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:16",NULL,NULL,NULL
870,"deodorant","A substance that removes or conceals unpleasant smells, especially bodily odors.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:10",NULL,NULL,NULL
871,"depigmentor","A pigment suppresing agent that has a lightening effect on skin.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:10",NULL,NULL,NULL
872,"depressant","An agent, or drug that lowers neurotransmission levels, which is to depress or reduce arousal or stimulation, in various areas of the brain.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:16",NULL,NULL,NULL
873,"depressor","A muscle whose contraction pulls down the part of the body to which it is attached, or a nerve whose stimulation results in a lowering of blood pressure.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:10",NULL,NULL,NULL
874,"dermal",NULL,"dermatologic drug","50177","2012-04-10 10:05:27","2015-10-27 17:52:24",NULL,NULL,"A drug used to treat or prevent skin disorders or for the routine care of skin."
875,"dermatitigenic","An agent that causes inflammation of the skin (dermatitis).
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:12",NULL,NULL,NULL
876,"desmutagenic","An agent, or compound, acting directly on a mutagen to decrease its mutagenicity.
",NULL,NULL,"2012-04-10 10:05:27","2015-11-11 02:32:16",NULL,NULL,NULL
877,"detoxicant",NULL,"antidote","50247","2012-04-10 10:05:28","2015-10-27 17:52:24",NULL,NULL,"Any protective agent counteracting or neutralizing the action of poisons."
878,"diagnostic",NULL,"diagnostic agent","33295","2012-04-10 10:05:28","2015-10-29 22:43:25",NULL,NULL,"A substance administered to aid diagnosis of a disease."
879,"diaphoretic","An agent, or drug, that induces perspiration.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:16",NULL,NULL,NULL
880,"differentiator",NULL,NULL,NULL,"2012-04-10 10:05:28","2012-04-10 10:05:28",NULL,NULL,NULL
881,"digestive","An agent that aids with digestion, the breakdown of food into smaller and smaller components which can be absorbed and assimilated into the body.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:11",NULL,NULL,NULL
882,"disinfectant",NULL,"disinfectant","48219","2012-04-10 10:05:28","2015-10-29 22:43:27",NULL,NULL,"An antimicrobial agent that is applied to non-living objects to destroy harmful microorganisms or to inhibit their activity."
883,"diuretic",NULL,"diuretic","35498","2012-04-10 10:05:28","2015-10-27 17:52:25",NULL,NULL,"An agent that promotes the excretion of urine through its effects on kidney function."
884,"diabetic-macular-edema inhibitor",NULL,"inhibitor","35222","2012-04-10 10:05:28","2015-10-27 17:52:26",NULL,NULL,"A substance that diminishes the rate of a chemical reaction."
885,"DNA-active",NULL,NULL,NULL,"2012-04-10 10:05:28","2012-04-10 10:05:28",NULL,NULL,NULL
886,"DNA-binder","An agent, or protein, that is composed of DNA-binding domains and thus has a specific or general affinity for either single or double stranded DNA.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:17",NULL,NULL,NULL
887,"DNA-protective","An agent, such as a herbal extract, that ameliorates or prevents DNA damage in an organism.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:17",NULL,NULL,NULL
888,"DOPA-decarboxylase inhibitor",NULL,"enzyme inhibitor","23924","2012-04-10 10:05:28","2015-10-27 17:52:26",NULL,NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
889,"dopamine-adenylate-cyclase inhibitor",NULL,"enzyme inhibitor","23924","2012-04-10 10:05:28","2015-10-27 17:52:27",NULL,NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
890,"dopamine blocker",NULL,"dopaminergic agent","48560","2012-04-10 10:05:28","2015-10-27 17:52:27",NULL,NULL,"A drug used for its effects on dopamine receptors, on the life cycle of dopamine, or on the survival of dopaminergic neurons."
891,"dopaminergic",NULL,"dopaminergic agent","48560","2012-04-10 10:05:28","2015-10-27 17:52:28",NULL,NULL,"A drug used for its effects on dopamine receptors, on the life cycle of dopamine, or on the survival of dopaminergic neurons."
892,"copaminigenic",NULL,"dopaminergic agent","48560","2012-04-10 10:05:28","2015-10-27 17:52:28",NULL,NULL,"A drug used for its effects on dopamine receptors, on the life cycle of dopamine, or on the survival of dopaminergic neurons."
893,"dye",NULL,"dye","37958","2012-04-10 10:05:28","2012-04-10 10:05:28",NULL,NULL,NULL
894,"ecbolic","An agent that induces contractions of the uterus leading to expulsion of a fetus.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:12",NULL,NULL,NULL
895,"ectoparasiticide",NULL,"ectoparasiticide","38956","2012-04-10 10:05:28","2015-10-29 22:43:28",NULL,NULL,NULL
896,"edemagenic","An agent that elicits edema by causing capillary damage but not the cellular response of true inflammation.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:12",NULL,NULL,NULL
897,"elastase inhibitor",NULL,"enzyme inhibitor","23924","2012-04-10 10:05:28","2015-10-27 17:52:29",NULL,NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
898,"embryotoxic",NULL,"aetiopathogenetic role","52209","2012-04-10 10:05:28","2015-10-27 17:52:30",NULL,NULL,"A role played by the molecular entity or part thereof which causes the development of a pathological process."
899,"emetic","An agent that causes vomiting.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:12",NULL,NULL,NULL
900,"emmenagogue","An agent, or herb, that stimulates blood flow in the pelvic area and uterus; some stimulate menstruation.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:17",NULL,NULL,NULL
901,"emollient","An agent that softens or soothes the skin.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:15",NULL,NULL,NULL
902,"encephalopathic","An agent that causes a disorder or disease of the brain.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:12",NULL,NULL,NULL
903,"endocrinactive","A sunstance that interacts or interferes with normal hormonal action. When this leads to adverse effects, these substances are called endocrine disruptors.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:11",NULL,NULL,NULL
904,"endorphinogenic","A substance that induces locus coeruleus hyperactivity, causing an increase in norepinephrine release and activity.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:10",NULL,NULL,NULL
905,"energizer","An agent that supplies energy, typically kinetic, to another.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:16",NULL,NULL,NULL
906,"enterocontractant","An agent that stimulates muscle contractions of the intestine.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:15",NULL,NULL,NULL
907,"enteromotility enhancer","An agent that stimulates movement of food through the intestine.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:15",NULL,NULL,NULL
908,"enterorelaxant","An agent that reduces or inhibits the movement of muscles of the intestine.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:14",NULL,NULL,NULL
909,"enterotoxic",NULL,"aetiopathogenetic role","52209","2012-04-10 10:05:28","2015-10-27 17:52:30",NULL,NULL,"A role played by the molecular entity or part thereof which causes the development of a pathological process."
910,"epidermal stimulant","An agent that stimulates renewal of the epidermis, used to ameliorate wrinkles or other aging effects.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:15",NULL,NULL,NULL
911,"epileptigenic","An agnet that causes an epileptic attack.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:17",NULL,NULL,NULL
912,"epinephrininergic",NULL,NULL,NULL,"2012-04-10 10:05:28","2012-04-10 10:05:28",NULL,NULL,NULL
913,"estrogen receptor beta binder",NULL,"estrogen receptor modulator","50739","2012-04-10 10:05:28","2015-10-27 17:52:31",NULL,NULL,"A substance that possess antiestrogenic actions but can also produce estrogenic effects as well. It acts as complete or partial agonist or as antagonist. It can be either steroidal or nonsteroidal in structure."
914,"ergogenic","An agent that enhances athletic performance or facilitate physical exercise. Examples are performance-enhancing drugs, mechanical aids, physiological aids, nutritional aids (sports supplements), and psychological aids.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:12",NULL,NULL,NULL
915,"ergotamine enhancer","An agent that stimulates production of ergotamine, a fungal secondary metabolite that also has biological activity as a vasoconstrictor.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:15",NULL,NULL,NULL
916,"ERK1 inhibitor",NULL,"enzyme inhibitor","23924","2012-04-10 10:05:28","2015-10-27 17:52:31",NULL,NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
917,"ERK2 inhibitor",NULL,"enzyme inhibitor","23924","2012-04-10 10:05:28","2015-10-27 17:52:32",NULL,NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
918,"erythrocytogenic",NULL,NULL,NULL,"2012-04-10 10:05:28","2012-04-10 10:05:28",NULL,NULL,NULL
919,"erythrocytolytic","An agent that destroys red blood cells, by hemolysin activity.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:12",NULL,NULL,NULL
920,"essential","An agent, substance, or compound, that is absolutely necessary for a certain mechanism or condition.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:17",NULL,NULL,NULL
921,"estrogen agonist",NULL,"estrogen receptor agonist","63951","2012-04-10 10:05:28","2015-10-27 17:52:32",NULL,NULL,"An agonist at the estrogen receptor."
922,"estrogenic","An agent that has an action similar to that of an estrogen.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:12",NULL,NULL,NULL
923,"ethanolytic","Lytic effect of ethanol on target cells, for instance by disrupting cell wall peptidoglycan of Escherichia coli.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:18",NULL,NULL,NULL
924,"euphoriant","An agent, or drug, that produces a feeling of euphoria.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:16",NULL,NULL,NULL
925,"expectorant",NULL,"pharmaceutical","52217","2012-04-10 10:05:28","2015-10-27 17:52:33",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
926,"fatal","An agent, or condition, that causes death.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:16",NULL,NULL,NULL
927,"febrifuge",NULL,"pesticide","25944","2012-04-10 10:05:28","2015-10-27 17:52:33",NULL,NULL,"Strictly, a substance intended to kill pests. In common usage, any substance used for controlling, preventing, or destroying animal, microbiological or plant pests."
928,"feline attractant","An odorant that has an effect on cat behavior. A cat presented with a cat attractant may roll in it, paw at it, or chew on the source of the smell.
",NULL,NULL,"2012-04-10 10:05:28","2015-11-11 02:32:18",NULL,NULL,NULL
929,"FEMA",NULL,NULL,NULL,"2012-04-10 10:05:28","2012-04-10 10:05:28",NULL,NULL,NULL
930,"ferulosys-genic",NULL,NULL,NULL,"2012-04-10 10:05:28","2012-04-10 10:05:28",NULL,NULL,NULL
931,"fetotoxic",NULL,"aetiopathogenetic role","52209","2012-04-10 10:05:29","2015-10-27 17:52:34",NULL,NULL,"A role played by the molecular entity or part thereof which causes the development of a pathological process."
932,"fibrinolytic","An agent that breaks down blood clots, naturally occuring or disease caused.
",NULL,NULL,"2012-04-10 10:05:29","2015-11-11 02:32:11",NULL,NULL,NULL
933,"fistula preventive",NULL,"pharmaceutical","52217","2012-04-10 10:05:29","2015-10-27 17:52:34",NULL,NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
934,"flatugenic","An agent that induces flatulence, or accumulation of gas in the digestive system.
",NULL,NULL,"2012-04-10 10:05:29","2015-11-11 02:32:12",NULL,NULL,NULL
935,"flatulent","Related to or causing an accumulation of gas in the alimentary canal.
",NULL,NULL,"2012-04-10 10:05:29","2015-11-11 02:32:19",NULL,NULL,NULL
936,"flavor",NULL,"fragrance","48318","2012-04-10 10:05:29","2015-10-27 17:52:35",NULL,NULL,"A substance, extract, or preparation for diffusing or imparting an agreeable or attractive smell."
937,"floral inhibitor",NULL,"inhibitor","35222","2012-04-10 10:05:29","2015-10-27 17:52:36",NULL,NULL,"A substance that diminishes the rate of a chemical reaction."
938,"FPTase inhibitor",NULL,"enzyme inhibitor","23924","2012-04-10 10:05:29","2015-10-27 17:52:36",NULL,NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
939,"fumigant",NULL,"fumigant","39276","2012-04-10 10:05:29","2015-10-27 17:52:37",NULL,NULL,"A volatile or volatilizable chemical compound utilized for control of pests in buildings, soil, grain, as well as during processing of goods to be imported or exported to prevent transfer of exotic organisms."
940,"fungicide",NULL,"fungicide","24127","2012-04-10 10:05:29","2015-10-27 17:52:38",NULL,NULL,"A substance used to destroy fungal pests."
941,"fungiphilic",NULL,NULL,NULL,"2012-04-10 10:05:29","2012-04-10 10:05:29",NULL,NULL,NULL
942,"fungistat","A substance that inhibits the growth of fungi.
",NULL,NULL,"2012-04-10 10:05:29","2015-11-11 02:32:10",NULL,NULL,NULL
943,"fungitoxic",NULL,"fungicide","24127","2012-04-10 10:05:29","2015-10-27 17:52:38",NULL,NULL,"A substance used to destroy fungal pests."
944,"GABA antagonist",NULL,"GABA agent","51374","2012-04-10 10:05:29","2015-10-27 17:52:39",NULL,NULL,"A substance, such as agonists, antagonists, degradation or uptake inhibitors, depleters, precursors, and modulators of receptor function, used for its pharmacological actions on GABAergic systems."
945,"GABA nergic",NULL,"GABA agent","51374","2012-04-10 10:05:29","2015-10-27 17:52:39",NULL,NULL,"A substance, such as agonists, antagonists, degradation or uptake inhibitors, depleters, precursors, and modulators of receptor function, used for its pharmacological actions on GABAergic systems."
946,"gastroirritant","Food that causes irritation to the stomach lining.
",NULL,NULL,"2012-04-10 10:05:29","2015-11-11 02:32:18",NULL,NULL,NULL
947,"gastroprotective",NULL,"gastrointestinal drug","55324","2012-04-10 10:05:29","2015-10-27 17:52:40",NULL,NULL,"A drug used for its effects on the gastrointestinal system, e.g. controlling gastric acidity, regulating gastrointestinal motility and water flow, and improving digestion."
948,"gastrosedative",NULL,"gastrointestinal drug","55324","2012-04-10 10:05:29","2015-10-27 17:52:40",NULL,NULL,"A drug used for its effects on the gastrointestinal system, e.g. controlling gastric acidity, regulating gastrointestinal motility and water flow, and improving digestion."
949,"gastrostimulant",NULL,"gastrointestinal drug","55324","2012-04-10 10:05:29","2015-10-27 17:52:41",NULL,NULL,"A drug used for its effects on the gastrointestinal system, e.g. controlling gastric acidity, regulating gastrointestinal motility and water flow, and improving digestion."
950,"genotoxic",NULL,"genotoxic agent","50902","2012-04-10 10:05:29","2015-10-27 17:52:42",NULL,NULL,"A role played by a chemical compound to induce direct or indirect DNA damage. Such damage can potentially lead to the formation of a malignant tumour, but DNA damage does not lead inevitably to the creation of cancerous cells."
951,"glaucomagenic","An agent that casues formation of glaucoma, a condition associated with damage of the optic nerve due to buildup of pressure inside the eye.
",NULL,NULL,"2012-04-10 10:05:29","2015-11-11 02:32:12",NULL,NULL,NULL
952,"glucogonogenic",NULL,NULL,NULL,"2012-04-10 10:05:29","2012-04-10 10:05:29",NULL,NULL,NULL
953,"glucosyl-transferase inhibitor",NULL,"enzyme inhibitor","23924","2012-04-10 10:05:29","2015-10-27 17:52:42",NULL,NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
954,"glutathionalytic",NULL,NULL,NULL,"2012-04-10 10:05:29","2012-04-10 10:05:29",NULL,NULL,NULL
955,"glutathione depleting",NULL,"glutathione depleting agent","68509","2012-04-10 10:05:29","2015-10-29 22:44:20",NULL,NULL,"A compound which causes a reduction in the levels of glutathione in cells."
956,"glutathione-sparing",NULL,NULL,NULL,"2012-04-10 10:05:29","2012-04-10 10:05:29",NULL,NULL,NULL
957,"glutathionergic","The effect of glutathione activates nuptial behavior, spawning, and electrophysiological activity, for instance in Nereis succinea.
",NULL,NULL,"2012-04-10 10:05:29","2015-11-11 02:32:19",NULL,NULL,NULL
958,"glutathionigenic","An agent that stimulates glutathione synthesis.
",NULL,NULL,"2012-04-10 10:05:29","2015-11-11 02:32:15",NULL,NULL,NULL
959,"goitrogenic","The effect of goitrogens on the thyroid gland. Goitrogens are substances (whether in drugs, chemicals, or foods) that disrupt the production of thyroid hormones by interfering with iodine uptake in the thyroid gland. This triggers the pituitary to release TSH, which then promotes the growth of thyroid tissue, eventually leading to goiter.
",NULL,NULL,"2012-04-10 10:05:29","2015-11-11 02:32:19",NULL,NULL,NULL
960,"gonadotrophic",NULL,NULL,NULL,"2012-04-10 10:05:29","2012-04-10 10:05:29",NULL,NULL,NULL
961,"gonadotropic","An agent that affects the development or activity of the ovary or testis.
",NULL,NULL,"2012-04-10 10:05:29","2015-11-11 02:32:11",NULL,NULL,NULL
962,"Gram(+)icide",NULL,"antibacterial agent","33282","2012-04-10 10:05:29","2015-10-27 17:52:43",NULL,NULL,"A substance that kills or slows the growth of bacteria."
