"CustomerKey","MaritalStatus","Gender","EstimatedYearlyIncome","SentimentRating","WebActivity","NumberOfContracts","Age","Target","Available401K","CustomerValueSegment","ChurnScore","CallActivity"
19645,"M","M",40000,0,0,2,33,0,1,2,0.0,2
19646,"S","M",30000,0,0,2,31,0,0,2,0.5,3
19647,"S","F",30000,0,0,2,30,0,0,2,0.5,2
19648,"S","F",30000,0,0,2,31,0,0,2,0.5,2
19649,"S","F",40000,0,0,2,31,0,1,2,0.5,2
19650,"M","F",30000,2,0,2,71,0,1,1,0.0,3
19651,"M","M",40000,2,0,2,70,0,0,1,0.5,2
19652,"S","M",40000,2,0,2,67,1,1,1,0.5,5
19653,"M","F",50000,2,0,1,68,1,1,1,0.5,5
19654,"M","M",40000,0,0,2,34,0,1,2,0.1,5
19655,"S","F",60000,0,0,1,33,0,0,2,0.1,3
19656,"M","F",30000,0,0,1,36,0,0,2,0.5,3
19657,"S","F",80000,0,0,1,38,1,1,2,0.0,3
19658,"S","M",90000,4,4,1,42,1,0,2,0.1,5
19659,"S","M",70000,0,0,2,46,1,1,2,0.5,5
19660,"M","M",80000,4,3,0,47,0,0,2,0.0,3
19661,"S","M",90000,4,4,1,42,1,1,2,0.1,5
19662,"M","F",90000,4,4,1,42,0,1,2,0.1,5
19663,"M","M",90000,4,4,3,41,0,1,2,0.0,5
19664,"S","M",100000,3,0,3,42,0,1,2,0.1,3
19665,"M","M",110000,2,1,3,42,0,0,2,0.1,5
19666,"M","F",10000,5,0,2,65,0,1,1,0.5,5
19667,"M","M",20000,4,0,2,66,0,1,1,0.1,3
19668,"M","M",40000,0,0,1,32,0,0,2,0.1,3
19669,"S","F",40000,0,0,1,32,0,0,2,0.5,3
19670,"S","M",60000,0,0,2,32,1,0,2,0.5,3
19671,"M","M",60000,0,0,2,32,1,0,2,0.5,3
19672,"M","F",10000,2,1,2,65,0,1,1,0.1,3
19673,"M","M",10000,2,1,2,65,0,1,1,0.1,2
19674,"S","F",10000,2,1,2,65,0,1,1,0.5,2
19675,"M","M",20000,4,0,2,64,0,1,1,0.5,2
19676,"M","F",20000,4,0,2,64,0,1,1,0.1,3
19677,"M","M",20000,4,0,2,63,0,0,1,0.1,3
19678,"M","M",60000,1,1,0,39,1,0,2,0.1,3
19679,"M","M",60000,1,1,0,39,1,1,2,0.1,3
19680,"M","F",60000,1,1,0,38,1,1,2,0.0,3
19681,"M","F",50000,1,1,0,38,1,1,2,0.1,3
19682,"M","M",50000,1,1,0,38,1,1,2,0.0,3
19683,"M","M",60000,1,0,0,38,1,1,2,0.0,3
19684,"S","F",90000,0,0,1,46,0,1,2,1.0,3
19685,"M","F",110000,3,2,4,46,0,0,2,0.1,4
19686,"M","M",130000,2,2,2,46,0,1,2,0.0,5
19687,"M","M",130000,3,2,3,46,1,1,2,0.0,5
19688,"M","M",70000,4,3,0,54,0,1,2,0.0,5
19689,"S","F",90000,2,1,0,54,1,0,2,0.5,4
19690,"S","M",170000,0,0,3,76,1,1,2,0.1,4
19691,"S","F",90000,0,0,2,47,1,0,2,0.2,5
19692,"M","M",110000,4,2,4,46,0,0,2,0.1,4
19693,"M","F",80000,5,4,3,47,0,1,2,0.5,5
19694,"M","F",100000,1,2,3,48,0,1,2,0.5,4
19695,"M","M",100000,1,2,3,47,0,1,2,0.1,4
19696,"M","M",120000,1,3,4,48,1,1,2,0.5,4
19697,"S","F",120000,1,3,4,48,1,1,2,0.5,4
19698,"M","F",130000,1,3,0,48,1,1,2,0.0,4
19699,"M","F",90000,4,3,2,49,0,1,2,0.1,5
19700,"M","M",110000,1,3,4,49,0,1,2,0.5,4
19701,"M","F",60000,2,0,2,55,1,1,2,0.1,4
19702,"M","M",60000,2,0,2,55,0,0,2,0.5,4
19703,"M","F",60000,2,0,2,55,0,0,2,0.5,4
19704,"M","M",60000,2,0,2,55,1,0,2,0.1,4
19705,"S","F",70000,4,3,0,55,1,0,2,0.5,4
19706,"S","M",80000,3,2,0,55,1,1,2,0.5,4
19707,"M","M",80000,2,0,2,56,0,1,2,0.5,4
19708,"M","F",80000,4,0,2,75,1,1,2,0.1,3
19709,"M","M",40000,3,0,2,74,0,1,2,0.5,5
19710,"S","F",80000,5,4,3,50,1,0,2,0.5,4
19711,"S","M",100000,3,2,4,49,0,1,2,0.1,4
19712,"M","M",100000,0,3,0,49,0,0,2,0.5,4
19713,"M","F",100000,0,3,1,50,0,1,2,0.1,4
19714,"S","F",120000,1,3,4,50,1,1,2,0.5,4
19715,"M","M",120000,1,3,4,50,0,1,2,0.2,4
19716,"S","M",60000,3,0,2,56,1,0,2,0.5,4
19717,"S","M",60000,3,0,2,56,1,1,2,0.5,3
19718,"M","F",70000,3,1,1,56,1,1,2,0.1,3
19719,"S","M",70000,3,0,2,57,1,1,2,0.5,4
19720,"M","F",70000,3,0,2,57,0,1,2,0.5,5
19721,"S","M",70000,3,0,2,57,1,1,2,0.5,5
19722,"M","M",70000,3,0,2,57,1,1,2,0.1,5
19723,"M","F",70000,3,0,2,57,1,1,2,0.5,5
19724,"S","M",60000,3,0,2,57,1,1,2,0.5,5
19725,"M","F",40000,3,0,2,58,1,1,2,0.5,5
19726,"M","M",60000,3,0,2,73,0,0,2,1.0,4
19727,"M","F",60000,3,0,2,73,0,1,2,0.1,5
19728,"M","M",60000,3,0,2,72,0,0,2,0.1,5
19729,"M","F",60000,3,0,2,72,0,1,2,1.0,5
19730,"M","M",70000,5,0,2,72,1,1,2,0.1,5
19731,"M","M",80000,4,0,2,72,0,0,2,0.5,5
19732,"S","M",60000,3,0,2,71,0,1,2,1.0,5
19733,"M","F",60000,3,0,2,70,0,1,2,0.1,5
19734,"M","F",60000,3,0,2,71,0,1,2,0.1,5
19735,"M","F",70000,5,0,2,70,1,1,2,0.1,5
19736,"M","F",70000,5,0,2,70,1,1,2,0.1,5
19737,"S","F",70000,5,0,2,70,1,1,2,1.0,5
19738,"M","M",70000,5,0,2,70,1,1,2,0.1,5
19739,"M","M",70000,5,0,2,70,1,0,2,1.0,5
19740,"S","F",70000,5,0,2,69,1,1,2,1.0,5
19741,"S","F",80000,4,0,2,69,0,1,2,0.5,5
19742,"M","F",50000,4,0,2,69,0,1,2,1.0,5
19743,"S","F",60000,3,0,2,69,1,1,2,1.0,5
19744,"M","F",60000,3,0,2,69,1,1,2,1.0,5
19745,"M","F",60000,3,0,2,69,1,1,2,1.0,5
19746,"M","F",70000,5,0,2,69,1,1,2,1.0,5
19747,"M","M",50000,4,0,2,67,0,1,2,1.0,5
19748,"M","M",20000,4,0,2,64,0,1,1,0.1,5
19749,"S","F",70000,0,0,2,32,1,0,2,0.0,3
19750,"S","M",40000,0,0,2,33,0,0,2,0.5,3
19751,"S","F",40000,0,0,2,33,0,0,2,0.1,2
19752,"M","F",20000,4,0,2,62,0,0,1,0.5,2
19753,"M","F",20000,4,0,2,62,0,1,1,0.1,3
19754,"S","M",40000,0,0,1,33,0,0,2,0.1,3
19755,"M","F",40000,0,0,2,33,0,0,2,0.5,3
19756,"S","M",60000,0,0,2,33,0,1,2,0.5,3
19757,"M","F",60000,0,0,2,34,0,1,2,0.1,3
19758,"S","M",60000,0,0,2,33,0,0,2,0.1,3
19759,"M","F",60000,0,0,2,34,0,0,2,0.5,3
19760,"S","F",60000,0,0,2,34,0,1,2,0.1,3
19761,"M","M",20000,2,1,2,60,0,0,1,0.1,3
19762,"S","M",20000,2,1,2,60,0,1,1,0.5,2
19763,"M","M",30000,3,0,2,60,1,1,1,0.1,2
19764,"M","M",20000,2,1,2,59,0,0,1,0.1,2
19765,"M","M",30000,3,0,2,59,1,0,1,0.1,2
19766,"M","M",30000,3,0,2,59,1,0,1,0.5,3
19767,"S","M",40000,0,0,2,30,0,1,2,0.5,3
19768,"S","M",40000,0,0,2,29,1,0,2,0.1,2
19769,"M","F",30000,0,0,2,30,1,0,2,0.5,2
19770,"M","F",30000,3,0,2,58,1,1,1,0.5,3
19771,"M","F",30000,3,0,2,58,1,1,1,0.1,3
19772,"S","M",80000,2,0,2,56,1,0,1,0.1,3
19773,"M","M",80000,2,0,2,56,1,0,1,0.5,3
19774,"M","F",40000,0,0,2,34,0,1,2,0.5,3
19775,"S","F",40000,0,0,2,35,1,1,2,0.1,3
19776,"M","F",40000,0,0,2,35,0,0,2,0.5,3
19777,"M","M",60000,0,0,2,35,0,1,2,0.1,3
19778,"M","F",60000,0,0,2,35,0,0,2,0.5,3
19779,"S","F",60000,0,0,2,37,0,1,2,0.5,3
19780,"S","F",70000,0,0,2,36,1,1,2,0.0,3
19781,"M","F",60000,0,0,2,34,0,0,2,0.1,4
19782,"S","M",80000,2,0,2,55,1,0,1,0.1,4
19783,"S","M",80000,2,0,2,55,1,0,1,0.5,3
19784,"M","F",80000,2,0,2,55,1,1,1,0.5,3
19785,"M","F",80000,2,0,2,55,1,1,1,0.5,3
19786,"M","F",80000,2,0,2,54,1,1,1,0.5,3
19787,"S","M",80000,2,0,2,54,1,1,1,0.5,3
19788,"S","F",80000,2,0,2,54,1,1,1,0.1,3
19789,"M","F",80000,2,0,2,54,1,0,1,0.5,3
19790,"S","F",80000,2,0,2,53,1,1,1,0.1,3
19791,"S","M",80000,2,0,2,54,1,0,1,0.5,3
19792,"S","F",70000,2,0,2,53,1,1,1,0.1,3
19793,"S","F",70000,2,0,2,53,1,0,1,0.5,4
19794,"S","M",70000,2,0,2,52,1,1,1,0.5,4
19795,"M","M",100000,1,1,3,52,1,1,1,0.0,4
19796,"S","M",120000,5,1,4,51,0,1,1,0.2,5
19797,"S","M",130000,0,0,3,51,1,1,1,0.0,5
19798,"M","F",110000,4,1,4,51,0,1,1,0.2,5
19799,"S","M",80000,0,0,1,37,0,1,2,0.2,5
19800,"S","F",80000,0,0,1,37,0,1,2,0.2,5
19801,"S","M",30000,0,0,2,36,0,0,2,0.5,5
19802,"S","F",30000,0,0,2,36,1,1,2,0.1,4
19803,"S","M",30000,0,0,2,36,1,0,2,0.1,4
19804,"S","M",60000,0,0,2,36,0,0,2,0.5,3
19805,"S","F",60000,0,0,2,36,0,0,2,0.5,4
19806,"S","F",60000,0,0,2,36,0,0,2,0.5,4
19807,"M","F",110000,1,2,1,51,0,1,1,0.2,4
19808,"M","F",130000,0,1,3,44,1,1,2,0.0,5
19809,"M","M",130000,0,1,3,43,0,1,2,0.1,5
19810,"S","M",60000,2,0,2,52,0,1,2,0.5,5
19811,"M","M",60000,2,0,2,52,0,1,2,0.5,4
19812,"S","F",70000,2,1,0,53,1,0,2,0.5,4
19813,"M","F",80000,2,1,0,53,1,1,2,0.0,4
19814,"M","M",80000,2,1,1,53,1,1,2,0.2,5
19815,"M","M",80000,2,1,1,53,1,1,2,0.2,5
19816,"M","M",90000,2,0,1,52,0,1,2,0.5,5
19817,"S","F",60000,2,0,2,54,0,1,2,0.5,4
19818,"M","F",60000,2,0,2,54,0,1,2,0.5,4
19819,"M","M",60000,2,0,2,54,0,0,2,0.5,4
19820,"M","F",60000,2,0,2,54,1,0,2,0.1,4
19821,"M","F",70000,3,0,2,54,1,0,2,0.5,4
19822,"M","M",90000,4,4,3,45,0,0,2,0.2,4
19823,"M","F",90000,4,4,3,44,0,1,2,0.2,4
19824,"S","M",90000,5,5,3,45,1,1,2,0.2,4
19825,"M","M",120000,2,2,4,45,0,1,2,0.2,4
19826,"S","M",80000,4,3,0,46,0,1,2,0.2,5
19827,"M","M",80000,4,3,0,46,0,1,2,0.0,5
19828,"M","F",80000,4,3,0,46,0,1,2,0.2,5
19829,"S","M",60000,3,2,0,47,1,1,2,0.0,5
19830,"S","F",70000,1,0,1,47,1,0,2,0.2,4
19831,"M","M",70000,1,0,1,48,1,1,2,0.0,4
19832,"M","F",40000,4,3,3,48,0,1,2,0.5,3
19833,"M","F",50000,4,0,2,68,0,0,2,1.0,3
19834,"M","M",50000,4,0,2,68,0,1,2,1.0,5
19835,"M","F",60000,3,0,2,68,0,1,2,1.0,5
19836,"M","M",60000,3,0,2,68,0,1,2,0.1,5
19837,"M","M",70000,5,0,2,68,1,0,2,1.0,5
19838,"M","M",70000,5,0,2,67,1,1,2,1.0,5
19839,"M","F",60000,3,0,2,67,0,1,2,0.1,5
19840,"M","F",60000,4,0,2,67,0,0,2,1.0,5
19841,"M","F",70000,5,0,2,67,1,1,2,0.1,5
19842,"M","F",70000,5,0,2,67,1,0,2,1.0,5
19843,"S","M",70000,5,0,2,67,1,1,2,1.0,5
19844,"M","F",70000,5,0,2,67,1,1,2,0.1,5
19845,"M","M",70000,5,0,2,67,1,1,2,1.0,5
19846,"M","M",70000,5,0,2,66,0,1,2,1.0,5
19847,"S","M",70000,5,0,2,67,0,1,2,1.0,5
19848,"M","M",80000,5,0,2,67,0,1,2,0.5,5
19849,"M","M",40000,4,0,2,66,1,1,2,1.0,5
19850,"M","M",40000,4,0,2,66,0,0,2,0.1,4
19851,"S","M",70000,4,0,2,65,0,0,2,1.0,4
19852,"S","M",70000,5,0,2,64,0,1,2,1.0,5
19853,"M","M",70000,5,0,3,64,0,1,2,0.2,5
19854,"S","F",70000,5,0,3,63,1,1,2,1.0,5
19855,"M","M",70000,5,0,3,64,1,1,2,0.2,5
19856,"M","F",60000,4,0,2,64,0,1,2,0.2,5
19857,"S","F",60000,4,0,2,64,0,1,2,1.0,5
19858,"M","F",60000,4,0,2,63,0,1,2,1.0,5
19859,"M","F",60000,4,0,2,64,0,1,2,1.0,5
19860,"S","F",70000,2,1,1,63,0,1,2,1.0,5
19861,"M","F",70000,2,1,1,63,0,1,2,0.2,4
19862,"M","F",40000,2,1,2,62,0,1,2,0.2,4
19863,"M","F",60000,2,1,1,62,0,0,2,1.0,4
19864,"M","M",60000,2,1,1,61,0,1,2,1.0,4
19865,"M","F",60000,2,1,2,62,1,1,2,0.2,4
19866,"M","M",60000,2,1,2,62,0,1,2,1.0,4
19867,"M","M",60000,2,1,2,61,1,1,2,0.2,4
19868,"S","M",60000,2,1,0,61,0,1,2,1.0,4
19869,"M","F",70000,4,1,2,62,1,1,2,0.1,5
19870,"M","M",40000,2,1,2,60,0,1,2,1.0,4
19871,"S","M",60000,2,1,2,61,0,1,2,1.0,3
19872,"M","F",40000,2,1,2,60,0,1,2,0.2,4
19873,"S","M",40000,2,1,2,60,0,0,2,1.0,3
19874,"M","F",40000,2,1,3,60,1,1,2,1.0,3
19875,"M","M",60000,2,1,2,60,1,1,2,0.2,3
19876,"M","M",60000,2,1,1,60,0,1,2,0.2,4
19877,"M","M",60000,2,1,1,60,0,0,2,0.2,4
19878,"M","F",70000,4,2,1,60,0,1,2,0.1,4
19879,"M","M",70000,4,2,1,60,0,1,2,0.1,4
19880,"M","F",70000,4,2,1,60,0,1,2,0.1,4
19881,"M","M",80000,3,1,1,60,0,0,2,0.1,4
19882,"S","M",80000,3,1,1,60,0,1,2,0.5,5
19883,"M","M",80000,3,1,2,59,1,1,2,0.5,5
19884,"M","M",60000,2,1,2,59,1,1,2,0.2,5
19885,"S","M",60000,2,1,2,59,0,1,2,1.0,4
19886,"M","M",60000,2,1,2,59,0,1,2,1.0,4
19887,"M","F",60000,2,1,1,58,0,1,2,0.2,4
19888,"S","M",60000,2,1,2,59,0,0,2,1.0,4
19889,"S","F",70000,2,1,2,58,1,1,2,0.2,4
19890,"S","M",70000,2,1,2,58,0,0,2,1.0,3
19891,"M","F",60000,2,1,2,57,1,1,2,0.2,3
19892,"M","M",60000,2,1,2,58,1,1,2,0.2,4
19893,"S","M",60000,2,1,2,58,0,1,2,1.0,4
19894,"S","M",60000,2,1,2,58,0,1,2,1.0,4
19895,"M","M",60000,2,1,2,58,0,1,2,1.0,4
19896,"M","F",60000,2,1,2,58,0,1,2,1.0,4
19897,"S","F",70000,4,3,1,57,1,1,2,1.0,4
19898,"S","F",130000,2,3,4,52,0,1,3,0.0,4
19899,"M","M",110000,2,4,3,53,1,0,3,0.5,5
19900,"M","F",120000,2,4,4,53,0,1,3,0.5,4
19901,"M","M",130000,3,4,3,52,1,1,3,0.5,4
19902,"M","M",100000,2,3,4,54,1,1,3,0.5,4
19903,"S","M",100000,2,3,4,53,1,1,3,0.5,4
19904,"M","F",120000,3,4,4,54,1,1,3,0.5,4
19905,"S","F",170000,3,3,4,53,0,1,3,0.0,4
19906,"M","M",170000,3,3,4,54,0,0,3,0.0,4
19907,"M","M",100000,2,3,4,55,0,1,3,1.0,4
19908,"S","F",100000,2,3,4,55,0,1,3,1.0,4
19909,"M","M",110000,3,4,4,55,0,1,3,1.0,4
19910,"M","M",130000,3,4,3,55,1,1,3,0.5,4
19911,"S","F",130000,3,4,3,55,1,1,3,0.0,4
19912,"M","F",160000,2,4,3,55,1,0,3,0.0,4
19913,"M","F",70000,5,1,2,66,0,1,3,0.2,4
19914,"M","M",80000,5,0,2,66,0,1,3,0.2,4
19915,"M","F",100000,2,3,4,66,0,1,3,0.2,5
19916,"M","F",170000,3,4,2,65,1,1,3,0.0,5
19917,"M","F",170000,3,4,3,66,1,1,3,0.0,5
19918,"M","F",170000,4,4,3,66,1,1,3,0.0,5
19919,"M","F",150000,3,4,4,65,0,1,3,0.0,5
19920,"S","F",90000,5,0,2,64,0,1,3,1.0,5
19921,"S","F",110000,3,4,4,64,0,1,3,1.0,4
19922,"S","F",90000,4,2,1,55,1,1,3,1.0,5
19923,"M","M",100000,3,4,3,55,0,1,3,1.0,4
19924,"M","M",120000,2,5,2,56,1,1,3,0.5,4
19925,"M","F",130000,3,4,4,55,0,1,3,0.0,4
19926,"M","F",130000,3,4,4,56,0,1,3,0.5,4
19927,"M","M",170000,5,4,4,56,0,0,3,0.0,4
19928,"M","F",170000,0,4,4,56,0,1,3,0.0,4
19929,"M","M",100000,3,4,3,57,0,1,3,1.0,4
19930,"M","M",110000,2,5,2,57,1,1,3,1.0,5
19931,"M","M",120000,2,5,2,56,1,0,3,1.0,4
19932,"S","M",80000,4,1,2,58,0,0,3,1.0,5
19933,"M","F",120000,4,5,3,58,0,1,3,1.0,4
19934,"M","M",80000,5,2,2,59,0,1,3,1.0,4
19935,"M","M",100000,3,4,4,58,0,1,3,1.0,4
19936,"M","M",100000,3,4,4,60,0,1,3,1.0,4
19937,"S","M",100000,3,4,4,59,0,1,3,1.0,5
19938,"M","F",150000,4,5,3,60,0,1,3,1.0,5
19939,"M","M",160000,2,5,3,60,0,1,3,1.0,5
19940,"M","F",160000,3,5,4,61,1,1,3,1.0,5
19941,"S","M",160000,3,5,4,61,1,0,3,0.0,5
19942,"S","M",170000,5,5,4,61,1,0,3,0.0,5
19943,"M","M",90000,4,1,3,62,1,0,3,0.5,5
19944,"M","M",90000,4,1,4,62,1,0,3,0.5,5
19945,"M","M",80000,5,1,4,63,1,0,3,0.5,3
19946,"S","F",120000,5,5,4,63,0,1,3,1.0,3
19947,"S","M",70000,0,0,2,35,1,1,1,0.5,5
19948,"S","F",70000,0,0,2,34,1,0,1,1.0,4
19949,"M","F",70000,0,0,2,33,1,1,1,1.0,4
19950,"M","M",80000,0,0,2,34,1,1,1,1.0,4
19951,"S","M",80000,0,0,2,34,1,1,1,1.0,4
19952,"S","F",80000,0,0,2,35,0,0,1,1.0,4
19953,"S","M",70000,0,0,3,36,0,1,1,1.0,4
19954,"M","M",70000,0,0,3,36,0,1,1,1.0,4
19955,"S","M",80000,0,0,3,37,0,1,1,1.0,4
19956,"M","F",80000,0,0,3,36,1,1,1,1.0,4
19957,"S","M",90000,0,0,2,36,1,1,1,1.0,4
19958,"M","F",90000,0,0,3,36,1,1,1,1.0,4
19959,"S","F",100000,0,5,2,37,1,1,1,1.0,4
19960,"M","M",100000,0,5,2,37,1,1,1,1.0,5
19961,"M","F",80000,0,0,3,38,0,1,1,1.0,5
19962,"M","M",110000,0,5,3,37,0,0,1,1.0,4
19963,"M","M",120000,0,5,4,36,1,1,1,1.0,5
19964,"S","F",120000,0,5,4,37,1,1,1,1.0,4
19965,"M","M",130000,4,5,4,36,1,1,1,0.0,4
19966,"M","F",90000,0,0,3,38,1,1,1,1.0,5
19967,"S","M",90000,0,0,3,37,1,1,1,1.0,4
19968,"M","F",100000,0,5,3,38,1,0,1,1.0,4
19969,"S","M",80000,0,0,4,39,0,0,1,1.0,5
19970,"S","F",130000,4,5,4,37,1,1,1,0.0,4
19971,"S","M",100000,0,5,3,39,1,1,1,1.0,5
19972,"M","F",100000,0,5,4,38,0,1,1,1.0,5
19973,"M","M",90000,0,0,4,39,0,1,1,1.0,5
19974,"M","M",100000,0,5,4,40,1,0,1,1.0,4
19975,"S","F",100000,0,5,4,40,1,1,1,1.0,5
19976,"M","F",110000,0,5,4,40,0,1,1,1.0,4
19977,"S","F",120000,0,5,4,40,1,1,1,1.0,5
19978,"M","M",110000,0,5,4,39,1,1,1,1.0,4
19979,"M","F",120000,0,5,4,38,1,1,1,1.0,4
19980,"M","F",90000,5,5,3,46,0,1,2,0.2,5
19981,"M","F",60000,1,0,0,38,1,1,2,0.0,4
19982,"S","M",70000,1,0,0,38,1,1,2,0.2,4
19983,"M","M",50000,1,1,1,40,1,1,2,0.2,4
19984,"M","F",50000,1,1,1,40,1,1,2,0.2,3
19985,"S","F",50000,2,2,0,41,1,1,2,0.2,3
19986,"S","F",50000,2,2,0,41,1,1,2,0.2,3
19987,"S","F",60000,1,0,0,39,1,1,2,0.2,3
19988,"M","M",60000,1,0,0,39,1,1,2,0.2,4
19989,"M","M",60000,1,0,0,39,1,1,2,0.2,4
19990,"M","M",70000,2,0,0,39,1,1,2,0.0,4
19991,"M","M",70000,2,0,0,38,1,1,2,0.0,4
19992,"M","F",70000,3,0,0,39,1,1,2,0.0,4
19993,"M","M",60000,1,0,0,40,1,1,2,0.0,4
19994,"S","F",70000,2,2,0,41,1,1,2,0.2,4
19995,"M","F",70000,2,2,0,42,1,1,2,0.2,3
19996,"S","M",70000,2,2,1,42,0,1,2,0.0,3
19997,"M","F",70000,2,2,1,42,1,0,2,0.0,3
19998,"S","F",40000,5,5,3,43,1,1,2,1.0,3
19999,"S","F",40000,0,0,1,43,1,1,2,0.2,3
20000,"M","M",60000,1,0,0,39,1,0,2,0.0,4
20001,"S","F",60000,2,0,0,40,1,1,2,0.2,4
20002,"M","F",70000,4,0,0,40,1,1,2,0.0,4
20003,"S","M",70000,4,0,0,40,1,1,2,0.2,4
20004,"M","F",70000,4,0,0,39,1,1,2,0.0,4
20005,"S","M",50000,2,2,1,42,1,1,2,0.2,4
20006,"S","F",50000,2,2,1,43,1,1,2,0.2,3
20007,"S","F",50000,2,2,1,43,1,1,2,0.0,3
20008,"M","M",60000,0,0,0,44,0,0,2,0.2,3
20009,"S","M",60000,0,0,0,44,1,1,2,0.2,4
20010,"M","M",70000,4,0,0,43,0,1,2,0.2,4
20011,"M","M",70000,4,0,0,44,1,1,2,0.2,4
20012,"M","F",70000,4,0,0,44,1,1,2,0.2,4
20013,"S","F",70000,5,0,0,41,1,1,2,0.2,4
20014,"M","F",70000,5,5,2,41,0,1,2,0.0,4
20015,"M","F",80000,3,0,0,40,1,0,2,0.0,4
20016,"S","F",40000,0,0,1,45,0,1,2,0.2,4
20017,"S","F",40000,0,0,1,44,0,0,2,0.2,4
20018,"M","F",80000,3,3,1,45,0,0,2,0.0,4
20019,"M","F",80000,3,3,2,44,0,1,2,0.2,3
20020,"S","F",80000,3,3,2,45,0,1,2,0.0,3
20021,"M","M",80000,4,4,0,45,0,0,2,0.2,3
20022,"M","F",50000,4,4,1,45,0,1,2,0.2,3
20023,"S","M",60000,0,0,0,45,1,1,2,0.2,3
20024,"S","M",40000,0,0,1,45,1,1,2,0.2,4
20025,"S","M",40000,0,0,1,46,0,1,2,0.2,4
20026,"S","F",40000,0,0,1,46,1,0,2,0.0,4
20027,"M","F",60000,5,5,3,45,0,0,2,1.0,4
20028,"S","F",60000,5,5,3,45,1,1,2,0.5,3
20029,"M","F",60000,4,2,2,45,1,0,2,0.2,3
20030,"M","M",60000,4,2,2,46,1,1,2,0.0,3
20031,"S","M",60000,4,2,2,46,1,1,2,0.2,3
20032,"S","M",60000,4,2,2,46,1,1,2,0.2,3
20033,"M","M",70000,4,2,2,46,1,1,2,0.0,3
20034,"S","M",70000,4,2,2,47,1,1,2,0.2,4
20035,"M","M",70000,4,2,2,47,1,1,2,0.2,4
20036,"M","F",70000,4,2,2,47,1,1,2,0.2,4
20037,"S","F",70000,0,0,1,42,1,1,2,0.2,4
20038,"S","F",70000,0,0,1,42,1,1,2,0.2,4
20039,"S","F",70000,4,2,2,47,1,0,2,0.0,4
20040,"S","F",60000,3,2,0,47,1,0,2,0.0,4
20041,"S","M",30000,0,0,1,31,0,0,3,0.2,4
20042,"M","M",40000,1,1,0,36,1,0,3,0.1,1
20043,"S","M",10000,0,0,2,38,0,1,3,0.1,3
20044,"S","F",30000,0,0,1,37,1,1,3,0.2,1
20045,"M","M",40000,1,1,0,36,1,0,3,0.0,1
20046,"M","M",40000,1,1,0,37,1,1,3,0.1,3
20047,"M","M",40000,1,1,0,37,1,1,3,0.1,3
20048,"S","F",30000,0,0,1,38,1,1,3,0.1,3
20049,"S","F",10000,0,0,2,39,1,0,3,0.1,1
20050,"S","F",30000,0,0,1,38,0,0,3,0.2,1
20051,"S","F",40000,1,1,1,37,1,0,3,0.0,1
20052,"S","M",40000,2,2,0,38,1,0,3,0.1,2
20053,"S","M",40000,2,2,0,38,0,1,3,0.0,2
20054,"S","M",40000,2,2,0,37,1,1,3,0.1,2
20055,"S","M",20000,0,0,2,39,0,1,3,0.1,2
20056,"S","M",20000,0,0,2,38,0,0,3,0.0,1
20057,"S","M",20000,0,0,2,39,0,0,3,0.1,1
20058,"S","M",20000,0,0,2,39,0,0,3,0.1,1
20059,"M","F",30000,0,0,1,39,1,0,3,0.1,1
20060,"S","F",30000,0,0,1,39,1,0,3,0.2,1
20061,"S","F",30000,0,0,1,39,1,0,3,0.2,1
20062,"S","M",30000,0,0,1,39,1,0,3,0.2,1
20063,"S","F",40000,2,2,0,40,0,0,3,0.0,1
20064,"S","F",40000,2,2,1,38,0,1,3,0.0,2
20065,"M","M",40000,2,2,1,38,0,1,3,0.0,2
20066,"S","M",40000,3,3,1,36,1,0,2,0.1,2
20067,"S","F",40000,3,3,1,36,1,1,2,0.1,2
20068,"S","F",40000,3,3,2,36,1,1,2,0.1,2
20069,"S","F",30000,0,0,0,36,1,1,2,0.1,2
20070,"M","M",60000,0,0,0,44,0,1,2,0.0,3
20071,"M","M",60000,0,0,0,44,0,0,2,0.0,3
20072,"M","F",60000,0,0,0,44,1,1,2,0.1,3
20073,"M","F",60000,0,0,0,44,1,1,2,0.1,3
20074,"S","M",10000,2,1,2,57,1,1,2,0.1,3
20075,"S","M",10000,2,1,2,57,1,1,2,0.1,1
20076,"S","F",10000,2,1,2,57,1,1,2,0.1,1
20077,"M","M",10000,2,1,2,56,1,1,2,0.1,1
20078,"M","M",20000,2,0,2,56,1,1,2,0.0,1
20079,"M","F",20000,2,0,2,57,0,0,2,0.0,1
20080,"M","F",20000,2,0,2,57,1,0,2,0.1,1
20081,"M","M",20000,2,0,2,57,0,0,2,0.1,1
20082,"S","F",20000,2,0,2,57,0,0,2,0.1,1
20083,"M","M",20000,2,0,2,57,0,1,2,0.0,1
20084,"M","M",20000,2,0,2,57,0,0,2,0.0,1
20085,"M","F",20000,2,0,2,56,0,0,2,0.0,1
20086,"M","M",20000,3,0,2,56,0,0,2,0.1,1
20087,"M","M",20000,3,0,2,56,0,0,2,0.1,1
20088,"M","M",20000,3,0,2,56,0,0,2,0.1,1
20089,"M","M",30000,1,0,1,56,0,0,2,0.5,2
20090,"M","M",30000,1,0,1,56,1,1,2,0.2,1
20091,"M","F",30000,1,0,1,56,1,1,2,0.2,2
20092,"M","M",40000,1,0,1,56,1,1,2,0.1,2
