EID	SYNONYM
C761	2-[5-methyl-5-(4-methylcyclohex-3-en-1-yl)tetrahydrofuran-2-yl]propan-2-ol
C3953	cis-Myrtanol
C3953	(-)-cis-Myrtanol
C3953	(1R-(1alpha,2beta,5alpha))-6,6-Dimethylbicyclo(3.1.1)heptane-2-methanol
C3953	(1alpha,2beta,5alpha)-6,6-Dimethylbicyclo(3.1.1)heptane-2-methanol
C4597	Euparin
C4597	1-(6-hydroxy-2-prop-1-en-2-yl-1-benzofuran-5-yl)ethanone
C4597	5-acetyl-6-hydroxy-2-isopropenylbenzofuran
C4597	1-(6-Hydroxy-2-(1-methylethenyl)-5-benzofuranyl)ethanone
C4597	1-(6-Hydroxy-2-(prop-1-en-2-yl)benzofuran-5-yl)ethanone
C4597	1-(6-hydroxy-2-isopropenyl-1-benzofuran-5-yl)-1-ethanone
C4597	1-[6-hydroxy-2-(prop-1-en-2-yl)-1-benzofuran-5-yl]ethan-1-one
C400	Cedr-8(15)-en-9-ol
C400	Octahydro-3,8,8-trimethyl-6-methylene-1H-3a,7-methanoazulen-5-ol
C400	Octahydro-6-methylene-3,8,8-trimethyl-1H-3a,7-methanoazulen-5-ol
C400	2,6,6-trimethyl-8-methylidenetricyclo[5.3.1.0?,?]undecan-9-ol
C4551	Ethyl tridecanoate
C4551	Tridecanoic acid ethyl ester
C4551	Ethyltridecanoate
C4551	n-Tridecanoic acid ethyl ester
C5651	N-Acetyltyramine
C5651	N-(4-Hydroxyphenethyl)acetamide
C5651	N-Acetyl tyramine
C5651	N-[2-(4-Hydroxyphenyl)ethyl]acetamide
C5651	N-(2-(4-Hydroxyphenyl)ethyl)acetamide
C5651	N-(p-Hydroxyphenethyl)acetamide
C5651	4-(2-acetamino-ethyl)-phenol
C5651	N-(p-Hydroxyphenethyl) acetamide
C5651	N-(4-hydroxyphenylethyl)acetamide
C5651	N-[2-(4-hydroxyphenyl)ethylacetamide
C5651	N-[2-(4-Hydroxyphenyl)ethyl]acetamide #
C5651	N-[2-(4-Hydroxy-phenyl)-ethyl]-acetamide
C1930	2-Phenylbenzaldehyde
C1930	2-Biphenylcarboxaldehyde
C1930	Biphenyl-2-carbaldehyde
C1930	Biphenylcarboxaldehyde
C1930	Biphenyl-2-carboxaldehyde
C1930	[1,1'-biphenyl]-2-carbaldehyde
C1930	(1,1'-Biphenyl)carboxaldehyde
C1930	(1,1'-Biphenyl)-2-carboxaldehyde
C1930	2-formyl-1,1'-biphenyl
C1930	[1,1'-Biphenyl]carboxaldehyde
C1930	[1,1'-Biphenyl]-2-carboxaldehyde
C1930	2-Difenilaldeide
C1930	biphenylaldehyde
C1930	biphenyl aldehyde
C1930	2-formylbiphenyl
C1930	biphenyl formaldehyde
C1930	biphenyl-2-aldehyde
C1930	2-phenyl-benzaldehyde
C1930	2-phenyl-Menzaldehyde
C1930	biphenyl carboxaldehyde
C1930	biphenyl-2 -aldehyde
C1930	2-Biphenylcarbaldehyde
C1930	(1,1-biphenyl)-2-carboxaldehyde;2-difenilaldeide
C645	Himachalol
C645	(+)-2-Himachalen-7-ol
C645	2,4a,5,6,7,8,9,9a-Octahydro-3,5,5,9-tetramethyl-1H-benzocyclohepten-9-ol
C645	2,4a-beta,5,6,7,8,9,9a-beta-Octahydro-3,5,5,9-beta-tetramethyl-1H-benzocyclohepten-9-ol
C645	(4aR,5R,9aS)-2,5,9,9-tetramethyl-4,4a,6,7,8,9a-hexahydro-3H-benzo[7]annulen-5-ol
C645	11alpha-himachal-4-en-11-ol
C7018	Pinocarvone
C7018	3-Nopinenone
C7018	2(10)-Pinen-3-one
C7018	alpha-Pinocarvone
C7018	(1)-2(10)-Pinen-3-one
C7018	6,6-Dimethyl-2-methylenebicyclo[3.1.1]heptan-3-one
C7018	6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptan-3-one
C7018	(-)-Pinocarvone
C7018	.alpha.-Pinocarvone
C7018	pina-2(10)-ene-3-one
C7018	6,6-dimethyl-4-methylidenebicyclo[3.1.1]heptan-3-one
C4460	Myrcene epoxide
C4460	Epoxymyrcene
C4460	2,2-Dimethyl-3-(3-methylenepent-4-enyl)oxirane
C4460	Myrcene oxide
C4460	2,2-dimethyl-3-(3-methylenepent-4-en-1-yl)oxirane
C4460	2,2-dimethyl-3-(3-methylidenepent-4-enyl)oxirane
C4460	Oxirane,2,2-dimethyl-3-(3-methylene-4-penten-1-yl)-
C40	trans-4-(Isopropyl)-1-methylcyclohex-2-en-1-ol
C40	4-Isopropyl-1-methyl-2-cyclohexen-1-ol
C40	trans-p-Menth-2-enol
C40	t-p-Menth-2-en-1-ol
C40	trans-p-2-Menthen-1-ol
C40	trans-p-Ment-2-en-1-ol
C40	trans-p-menth-2-en-1-ol
C40	(E)-p-2-Menthen-1-ol
C40	trans-p-Menth-2-ene-1-ol
C40	trans-p-Mentha-2-en-1-ol
C40	(E)-p-menth-2-en-1-ol
C40	trans-para-Menth-2-en-1-ol
C40	(E)-p-Mentha-2-en-1-ol
C40	trans-para-Menth-2-ene-1-ol
C40	Menth-2-en-1-ol (trans-p)
C40	Menth-2-en-1-ol- trans-para
C40	trans-1-Methyl-4-(1-methylethyl)-2-cyclohexen-1-ol
C40	(1r,4s)-p-menth-2-en-1-ol
C40	(1R,4S)-4-Isopropyl-1-methylcyclohex-2-enol
C40	1-Methyl-4-(methylethyl)-(E)-2-cyclohexenol
C40	(1R,4S)-1-methyl-4-propan-2-ylcyclohex-2-en-1-ol
C40	trans-2-Cyclohexene-1-ol-1-methyl-4(1-methylethyl)
C2918	Cedrene epoxide
C2918	8,9-Epoxycedrane
C2918	Andrane
C2918	alpha-Cedrene epoxide
C2918	Cedr-8-ene epoxide
C2918	Di-epi-cedrenoxide
C2918	Octahydro-3,6,6,7a-tetramethyl-2H-2a,7-methanoazuleno(5,6-b)oxirene
C2918	.alpha.-Cedrene epoxide
C2918	8,9-Epoxy-cedrane
C2918	Diepi-.alpha.-cedrene epoxide
C2918	Cedrene oxide
C2918	.alpha.-Cedrene oxide
C2918	.alpha.-Cedren epoxide
C2918	(1aS-(1aalpha,2abeta,3aalpha,5aalpha,7beta,7aalpha))-Octahydro-3,6,6,7a-tetramethyl-2H-2a,7-methanoazuleno(5,6-b)oxirane
C4084	Curcuphenol
C4084	5-methyl-2-(6-methylhept-5-en-2-yl)phenol
C3207	benzyl
C3207	Benzyl radical
C3207	Phenylmethyl
C3207	Methyl,phenyl-
C2448	4-Phenylbutyl isothiocyanate
C2448	(4-isothiocyanatobutyl)benzene
C2448	4-phenylbutylisothiocyanate
C2448	Phenylbutyl isothiocyanate
C2448	1-Isothiocyanato-4-phenylbutane
C2448	4-phenylbutanisothiocyanate
C2448	4-isothiocyanatobutylbenzene
C2448	Benzene,(4-isothiocyanatobutyl)-
C1863	Tiglinic acid
C1863	Cevadic acid
C1863	trans-2,3-Dimethylacrylic acid
C1863	2-Methyl-2-butenoic acid
C1863	trans-2-Methylcrotonic acid
C1863	trans-2-Methyl-2-butenoic acid
C1863	2-methylbut-2-enoic acid
C1863	(E)-2-Methyl-2-butenoic acid
C1863	(E)-2,3-Dimethylacrylic acid
C1863	(E)-2-Methylcrotonic acid
C1863	(E)-2-Methylbut-2-enoic acid
C1863	tiglate
C1863	alpha-Methylcrotonic acid
C1863	2-Methylcrotonic acid
C1863	trans-alpha,beta-Dimethylacrylic acid
C1863	(2E)-2-methylbut-2-enoic acid
C1863	2,3-Dimethylacrylic acid
C1863	2-methyl-2E-butenoic acid
C1863	(E)-2-methyl-Crotonic acid
C1863	2-methyl-(E)-2-butenoic acid
C1863	(2E)-2-Methyl-2-butenoic acid
C1863	trans-.alpha.,.beta.-Dimethylacrylic acid
C1863	trans-2,3-Dimethylacrylic acid (Tiglic acid)
C1863	(E)-2-methyl-2-Butenoate
C1863	methyl methacrylic acid
C1863	(Z)-2-methylcrotonic acid
C1863	2-Butenoic acid,2-methyl-
C1863	alpha-methyl isocrotonic acid
C1863	Tiglinsaeure
C1863	Cevadate
C1863	Tiglinate
C1863	sabadillic acid
C1863	epsilon-Tiglate
C1863	E-Tiglate
C1863	Methylbutenoicacid
C1863	E-Tiglic acid
C1863	(E)-tiglic acid
C1863	2-methyl-Crotonate
C1863	epsilon-Tiglic acid
C1863	methyl crotonic acid
C1863	methylmethacrylic acid
C1863	2,3-Dimethylacrylate
C1863	2-methyl-2-butenoate
C1863	2-Methylbut-2-enoate
C1863	2-methyl-Crotonic acid
C1863	trans-2-Methylcrotonate
C1863	(E)-2-Methylcrotonate
C1863	(E)-2-methyl-Crotonate
C1863	alpha-methyl-crotonic acid
C1863	trans-2,3-Dimethylacrylate
C1863	(E)-2,3-Dimethylacrylate
C1863	2-methyl-(E)-2-butenoate
C1863	trans-2-Methyl-2-butenoate
C1863	2-Methyl-(Z)-Crotonic acid
C1863	(2E)-2-Methyl-2-butenoate
C1863	alpha,beta-dimethyl acrylic acid
C1863	2-Methyl-(Z)-2-Butenoic acid
C1863	trans-alpha,beta-Dimethylacrylate
C1863	2-Methyl-(2Z)-2-butenoic acid
C1863	(2E)-2-Methyl-2-butenoic acid #
C1863	trans-2-Methylcrotonic acid = trans-2-Methyl-2-butenoate
C1863	trans-2-Methylcrotonic acid = trans-2-Methyl-2-butenoic acid
C1863	trans-2-Methylcrotonic acid = trans-2-Methyl-2-butenoic acid = Tiglinate
C1863	alpha,beta-dimethyl acrylic acid; 2-Methyl-2-butenoic acid; (E)-2-methyl-Crotonic acid
C1863	trans-2-Methylcrotonic acid = trans-2-Methyl-2-butenoic acid = Tiglinic acid
C6441	Spiro(2.5)octane
C6441	Spiro[2.5]octane
C6441	Spiro[2,5]octane
C4569	Eucarvone
C4569	2,6,6-Trimethyl-2,4-cycloheptadien-1-one
C4569	2,6,6-Trimethylcyclohepta-2,4-dienone
C4569	2,6,6-trimethylcyclohepta-2,4-dien-1-one
C4569	2,6,6-trimethyl-cyclohepta-2,4-dien-1-one
C4569	2,6,6-Trimethyl-2,4-cycloheptadien-1-one #
C4569	(2Z,4Z)-2,6,6-trimethylcyclohepta-2,4-dienone
C3226	Benzyl nitrite
C3226	Benzylnitrit
C5270	Lantadene C
C5270	Dihydrolantadene A
C5270	22beta-2-Methylbutanoyloxy-3-oxoolean-12-en-28-oic acid
C5270	(4R,4aS,6aR,6aS,6bR,12aR,14bR)-2,2,6a,6b,9,9,12a-heptamethyl-4-[(2S)-2-methylbutanoyl]oxy-10-oxo-3,4,5,6,6a,7,8,8a,11,12,13,14b-dodecahydro-1H-picene-4a-carboxylic acid
C6156	2-Phenyl-1,3-butadiene
C6156	2-Phenylbutadiene
C6156	buta-1,3-dien-2-ylbenzene
C6156	Phenoprene
C6156	(1-Methylene-2-propenyl)benzene
C6156	(1-Methylene-2-propenyl)benzene #
C6156	Benzene,(1-methylene-2-propen-1-yl)-
C5508	5-Methyl-1,3-cyclohexadiene
C5508	5-methylcyclohexa-1,3-diene
C5508	Dihydrotoluol
C5508	1-Methylcyclohexa-2,4-diene
C3957	cis-p-2-Menthen-1-ol
C3957	4-tert-butylcyclohex-2-en-1-ol
C3957	2-Cyclohexen-1-ol,4-(1,1-dimethylethyl)-trans-
C2388	4-Isopropylheptane
C2388	4-isopropyl-heptane
C2388	4-propan-2-ylheptane
C2388	Heptane,4-(1-methylethyl)-
C2413	4-Methyl-2(5H)-furanone
C2413	4-Methylfuran-2(5H)-one
C2413	3-methyl-2H-furan-5-one
C2413	4-methyl-2,5-dihydrofuran-2-one
C2413	4-Hydroxy-3-methyl-2-butenoic Acid gamma-Lactone
C2413	4-Methyl-5H-furan-2-one
C2413	2(5H)-Furanone,4-methyl-
C2413	4-Methyl-2(5H)-furanone #
C2192	3-Methyl-2-butene-1-thiol
C2192	Prenylthiol
C2192	Prenyl mercaptan
C2192	3-methyl-2-buten-1-thiol
C2192	3-methylbut-2-ene-1-thiol
C2192	1-Mercapto-3-methyl-2-butene
C2192	3-methyl-2-butenethiol
C2192	3-Methyl-but-2-ene-1-thiol
C2192	Dimethylallyl mercaptan
C2192	3-Methyl-1-mercapto-2-butene
C2192	4-Mercapto-2-methyl-2-butene
C2192	3-Methyl-2-butene-1-thiol (isopentenylmercaptan)
C6561	5-Methyl-2-(isopropyl)phenyl isovalerate
C6561	Thymyl isovalerate
C6561	thymylisovalerate
C6561	(5-methyl-2-propan-2-ylphenyl) 3-methylbutanoate
C5780	1-Nonacosene
C5780	Nonacosene
C5780	nonacos-1-ene
C3623	(+)-Camphor
C3623	(1R)-(+)-Camphor
C3623	(R)-Camphor
C3623	(+)-Bornan-2-one
C3623	(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one
C3623	(R)-(+)-Camphor
C3623	(1R,4R)-camphor
C3623	Camphor(D)
C3623	DL-Camphor
C3623	(+)-2-Bornanone
C3623	Camphora
C3623	D-(+)-Camphor
C3623	Camphor (1R)
C3623	d-2-Bornanone
C3623	Alcanfor
C3623	Japanese camphor
C3623	d-2-Camphanone
C3623	(1R)-Camphor
C3623	(1R,4R)-4,7,7-trimethylbicyclo[2.2.1]heptan-3-one
C3623	(1R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-one
C3623	Camphor oil
C3623	(1R,4R)-1,7,7-Trimethylbicyclo(2.2.1)heptan-2-one
C3623	Huile de camphre
C3623	2-Kamfanon
C3623	(+-)-Camphor
C3623	Dextrocamphor
C3623	Natural camphor
C3623	Mulberry roots
C3623	Camphor D-form
C3623	Zang Qi
C3623	Cinnamomum camphora
C3623	( S)-camphor
C4094	Cyclocolorenone
C4094	(1ar,4r,4ar,7bs)-1,1,4,7-tetramethyl-1,1a,2,3,4,4a,5,7b-octahydro-6h-cyclopropa[e]azulen-6-one
C4094	(1aR,4R,4aR,7bS)-1,1,4,7-tetramethyl-2,3,4,4a,5,7b-hexahydro-1aH-cyclopropa[e]azulen-6-one
C3143	ar-Turmerone
C3143	(+)-(S)-ar-turmerone
C3143	(6S)-2-methyl-6-(4-methylphenyl)hept-2-en-4-one
C3143	ar-(+)-Turmerone
C3143	(S)-2-Methyl-6-(4-methylphenyl)-2-hepten-4-one
C6898	Xanthinin
C6898	Ksantinin
C6898	1-(7-Methyl-3-methylene-2-oxo-3,3a,4,7,8,8a-hexahydro-2H-cyclohepta[b]furan-6-yl)-3-oxobutyl acetate
C6898	[1-(7-methyl-3-methylene-2-oxo-4,7,8,8a-tetrahydro-3aH-cyclohepta[b]furan-6-yl)-3-oxo-butyl] acetate
C6898	[1-(7-methyl-3-methylidene-2-oxo-4,7,8,8a-tetrahydro-3aH-cyclohepta[b]furan-6-yl)-3-oxobutyl] acetate
C6898	1-(7-Methyl-3-methylene-2-oxo-3,3a,4,7,8,8a-hexahydro-2H-cyclohepta[b]furan-6-yl)-3-oxobutyl acetate #
C6898	6-(1-(Acetyloxy)-3-oxobutyl)-3,3a,4,7,8,8a-hexahydro-7-methyl-3-methylene-2H-cyclohepta(b)furan-2-one
C453	Cnidilide
C453	(3s,3as,7ar)-3-butyl-3a,4,5,7a-tetrahydro-2-benzofuran-1(3h)-one
C453	3-Butyl-3a,4,5,7a-tetrahydro-1(3H)-isobenzofuranone
C453	(3S,3aS,7aR)-3-butyl-3a,4,5,7a-tetrahydro-3H-2-benzofuran-1-one
C106	Cedrelanol
C106	T-Cadinol
C106	tau-Cadinol
C106	epi-alpha-Cadinol
C106	10beta-cadin-4-en-10-ol
C106	epi-Cadinol
C106	10-Epicadinol
C106	T Cadinol
C106	10-Epi-alpha-Cadinol
C106	(1S,4S,4aR,8aR)-1,6-dimethyl-4-propan-2-yl-3,4,4a,7,8,8a-hexahydro-2H-naphthalen-1-ol
C106	(1S,4S,4aR,8aR)-1,6-dimethyl-4-(propan-2-yl)-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-ol
C3148	aristolochene
C3148	(-)-aristolochene
C3148	(1R,7R,8aS)-aristolochene
C3148	(4R,4aS,6R)-4,4a-dimethyl-6-(prop-1-en-2-yl)-1,2,3,4,4a,5,6,7-octahydronaphthalene
C3148	4betaH,5alpha-eremophila-9,11-diene
C3148	(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-2,3,4,5,6,7-hexahydro-1H-naphthalene
C5208	2-Isopropyl-1-methoxy-4-methylbenzene
C5208	2-Isopropyl-4-methylanisole
C5208	1-methoxy-4-methyl-2-propan-2-ylbenzene
C5208	Isothymol methyl ether
C5208	2-Isopropyl-4-methylanisol
C5208	1-Methoxy-4-methyl-2-(propan-2-yl)benzene
C5208	1-methoxy-4-methyl-2-(1-methylethyl)-benzene
C5208	Benzene,1-methoxy-4-methyl-2-(1-methylethyl)-
C3778	2,7,7-Trimethylbicyclo[3.1.1]hept-2-en-6-yl acetate
C3778	Chrysanthenyl acetate
C3778	cis-Chrysanthenol acetate
C3778	(E)-Chrysanthenyl acetate
C3778	trans-Chrysanthenyl acetate
C3778	(4,6,6-trimethyl-7-bicyclo[3.1.1]hept-3-enyl) acetate
C3778	(4,7,7-trimethyl-6-bicyclo[3.1.1]hept-3-enyl) acetate
C3778	(1R,5S,6R)-2,7,7-Trimethylbicyclo[3.1.1]hept-2-en-6-yl acetate
C1349	Gingerdione
C1349	[6]-Gingerdione
C1349	1-(4-Hydroxy-3-methoxyphenyl)-3,5-decanedione
C1349	1-(4-hydroxy-3-methoxyphenyl)decane-3,5-dione
C1349	6-Gingerdione
C1349	4,7-Dichloro-Benzo(b)thiophen-3(2h)-one
C7055	Sclareol
C7055	labd-14-ene-8,13-diol
C7055	Sclareol (natural)
C7055	(1R,2R,4aS,8aS)-1-((R)-3-hydroxy-3-methylpent-4-en-1-yl)-2,5,5,8a-tetramethyldecahydronaphthalen-2-ol
C7055	(1R,2R,8aS)-Decahydro-1-(3-hydroxy-3-methyl-4-pentenyl)-2,5,5,8a-tetramethyl-2-naphthol
C7055	(1R,2R,4aS,8aS)-1-[(3R)-3-hydroxy-3-methylpent-4-en-1-yl]-2,5,5,8a-tetramethyldecahydronaphthalen-2-ol labd-14-ene-8,13-diol
C7055	labd-14-ene-8,13-diol,(13r)-
C7055	(1R,2R,4aS,8aS)-1-[(3R)-3-hydroxy-3-methylpent-4-enyl]-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-2-ol
C7055	(1R-(1alpha(R*),2beta,4Abeta,8aalpha))-2-hydroxy-alpha,2,5,5,8a-pentamethyl-alpha-vinyldecahydronaphthalene-1-propan-1-ol
C7055	(1R,2R,4aS,8aS)-1-[(3R)-3-hydroxy-3-methyl-pent-4-enyl]-2,5,5,8a-tetramethyl-decalin-2-ol
C7055	(1R,2R,4aS,8aS)-1-[(3R)-3-hydroxy-3-methylpent-4-en-1-yl]-2,5,5,8a-tetramethyldecahydronaphthalen-2-ol
C7055	(1R,2R,8aS)-1-((R)-3-hydroxy-3-methylpent-4-enyl)-2,5,5,8a-tetramethyldecahydronaphthalen-2-ol
C4057	Proximadiol
C4057	Cryptomeridiol
C4057	(1r,4ar,7r,8ar)-7-(2-hydroxypropan-2-yl)-1,4a-dimethyldecahydronaphthalen-1-ol
C4057	Kryptomeridiol
C4057	Selina-4,7-diol
C4057	eudesmane-4alpha,11-diol
C4057	Selinane-4.alpha.,11-diol
C4057	5.beta.,7.beta.H,10.alpha.-Eudesmane-4,11-diol
C4057	(1R,4aR,7R,8aR)-7-(1-hydroxy-1-methyl-ethyl)-1,4a-dimethyl-decalin-1-ol
C4057	(1R,4aR,7R,8aR)-7-(2-hydroxypropan-2-yl)-1,4a-dimethyl-2,3,4,5,6,7,8,8a-octahydronaphthalen-1-ol
C5640	Myrtanal
C5640	6,6-Dimethylbicyclo(3.1.1)heptane-2-carbaldehyde
C5640	6,6-Dimethylbicyclo[3.1.1]heptane-2-carbaldehyde
C5640	10-Pinanal
C5640	6,6-dimethylbicyclo[3.1.1]heptane-4-carbaldehyde
C5640	6,6-Dimethylbicyclo[3.1.1]heptane-2-carbaldehyde #
C288	Aristolone
C288	Aristofone
C288	Aristol-9-en-8-one
C288	(1aR,7R,7aR,7bS)-1,1,7,7a-tetramethyl-1a,4,5,6,7,7b-hexahydrocyclopropa[a]naphthalen-2-one
C5243	Khusimol
C5243	[(3s,3ar,6r,8as)-7,7-dimethyl-8-methylideneoctahydro-1h-3a,6-methanoazulen-3-yl]methanol
C4082	Curcumenol
C4082	(+)-Curcumenol
C4082	(1s,2s,5s,8r)-9-isopropylidene-2,6-dimethyl-11-oxatricyclo[6.2.1.01,5]undec-6-en-8-ol
C4802	Grandisol
C4802	Grandlure I
C4802	(+-)-Grandisol
C4802	cis-1-Methyl-2-isopropenylcyclobutaneethanol
C4802	(+)-Gandisol
C4802	cis-2-Isopropenyl-1-methylcyclobutaneethanol
C4802	(+)-cis-2-isopropenyl-1-methylcyclobutaneethanol
C4802	cis-1-Methyl-2-isopropenyl-cyclobutaneethanol
C4802	(1R-Z)-1-Methyl-2-(1-methylethenyl)cyclobutaneethanol
C4802	(1R-cis)-1-Methyl-2-(1-methylethenyl)cyclobutaneethanol
C4802	2-[(1R,2S)-1-methyl-2-prop-1-en-2-ylcyclobutyl]ethanol
C683	Isopulegol
C683	(-)-Isopulegol
C683	l-Isopulegol
C683	(-)-L-Isopulegol
C683	iso-Pulegol
C683	Isopulegol (natural)
C683	(1R,2S,5R)-5-methyl-2-prop-1-en-2-ylcyclohexan-1-ol
C683	coolact P
C683	1-isopulegol
C683	p-Menth-8(9)-en-3-ol
C683	(1R,3R,4S)-p-Menth-8-en-3-ol
C683	(1R,3R,4S)-(-)-p-Menth-8-en-3-ol
C683	(1R,2S,5R)-2-Isopropenyl-5-methylcyclohexanol
C683	(1R,2S,5R)-5-methyl-2-(prop-1-en-2-yl)cyclohexanol
C683	5-Methyl-2-(1-methylethenyl)-(1R,2S,5R)-Cyclohexanol
C683	(1)-(1alpha,2beta,5alpha)-5-Methyl-2-(1-methylvinyl)cyclohexan-1-ol
C1381	1-Decen-3-ol
C1381	dec-1-en-3-ol
C1381	3-Hydroxy-1-decene
C6839	Valeranone
C6839	Yatamanson
C6839	(4aalpha,7beta,8aalpha)-Octahydro-4a,8a-dimethyl-7-(1-methylethyl)-1(2H)-naphthalenone
C6839	(4aR,7S,8aS)-4a,8a-dimethyl-7-propan-2-yl-3,4,5,6,7,8-hexahydro-2H-naphthalen-1-one
C6224	Prenyl isobutyrate
C6224	3-Methylbut-2-enyl isobutyrate
C6224	3-methylbut-2-enyl 2-methylpropanoate
C6224	3-Methyl-2-butenyl 2-methylpropanoate #
C6224	3-methylbut-2-en-1-yl 2-methylpropanoate
C5050	Isobornyl isobutyrate
C5050	[(1R,3R,4R)-4,7,7-trimethyl-3-bicyclo[2.2.1]heptanyl] 2-methylpropanoate
C5050	exo-1,7,7-Trimethylbicyclo(2.2.1)hept-2-yl isobutyrate
C5050	[(1R,2R,4R)-1,7,7-trimethylnorbornan-2-yl] 2-methylpropanoate
C5050	[(1r,4r,6r)-1,7,7-trimethyl-6-bicyclo[2.2.1]heptanyl] 2-methylpropanoate
C5050	2-methylpropanoic acid [(1R,3R,4R)-4,7,7-trimethyl-3-bicyclo[2.2.1]heptanyl] ester
C4600	2-Acetoxy-1,8-cineole
C4600	1,3,3-Trimethyl-2-oxabicyclo(2.2.2)octan-6-yl acetate
C4600	exo-2-Hydroxycineole acetate
C4600	1,3,3-trimethyl-2-oxabicyclo[2,2,2]oct-6-yl acetate
C4600	(2,2,4-trimethyl-3-oxabicyclo[2.2.2]octan-5-yl) acetate
C5781	Nonadecanal
C6048	p-Mentha-1,3,8-triene
C6048	1,3,8-p-Menthatriene
C6048	p-Menthatriene
C6048	p-1,3,8-Menthatriene
C6048	1,3,8-para-Menthatriene
C6048	1,3,8-menthatriene
C6048	1-methyl-4-prop-1-en-2-ylcyclohexa-1,3-diene
C6048	p-Menta-1,3,8-triene
C6048	1-methyl-4-(prop-1-en-2-yl)cyclohexa-1,3-diene
C6048	1-Isopropenyl-4-methyl-1,3-cyclohexadiene
C6048	2-Methyl-5-(1-methylethenyl)-1,3-Cyclohexadiene
C6048	1-Isopropenyl-4-methyl-1,3-cyclohexadiene #
C6048	1-Methyl-4-(1-methylethenyl)-1,3-cyclohexadiene
C4237	Demethoxyencecalin
C4237	1-(2,2-dimethyl-2H-chromen-6-yl)ethanone
C4237	Desmethoxyencecalin
C4237	1-(2,2-dimethylchromen-6-yl)ethanone
C4237	6-acetyl-2,2-dimethyl-2H-1-benzopyran
C4237	6-acetyl-2,2-dimethylchromene
C4237	6-Acetyl-2,2-dimethyl-3-chromene
C4237	2,2-Dimethyl-6-acetyl-2H-1-benzopyran
C4237	1-(2,2-dimethyl-chromen-6-yl)-ethanone
C4237	1-(2,2-Dimethylchromen-6-yl)ethan-1-one
C4237	1-(2,2-dimethyl-2H-chromen-6-yl)ethan-1-one
C4237	Ethanone,1-(2,2-dimethyl-2H-1-benzopyran-6-yl)-
C4173	Dehydrofukinone
C4173	Isopetasan
C4173	9,10-Dehydrofukinone
C4173	(4aR,5S)-4a,5-dimethyl-3-propan-2-ylidene-5,6,7,8-tetrahydro-4H-naphthalen-2-one
C4173	4a,5-Dimethyl-3-(1-methylethylidene)-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone #
C5272	Crocatone
C5272	1-(7-methoxy-1,3-benzodioxol-5-yl)propan-1-one
C5272	1-(7-Methoxy-2H-1,3-benzodioxol-5-yl)propan-1-one
C5272	latifolone
C5272	1-(7-methoxy-2H-benzo[d]1,3-dioxolen-5-yl)propan-1-one
C5272	3'-methoxy-4',5'-methylenedioxypropiophenone
C5272	1-(7-Methoxy-1,3-benzodioxol-5-yl)-1-propanone
C471	Daucene
C471	Dauca-4,8-diene (Daucene)
C471	3-Isopropyl-6,8a-dimethyl-1,2,4,5,8,8a-hexahydroazulene
C471	6,8a-dimethyl-3-propan-2-yl-2,4,5,8-tetrahydro-1H-azulene
C471	6,8a-dimethyl-3-(propan-2-yl)-1,2,4,5,8,8a-hexahydroazulene
C2549	Nojigiku alcohol
C2549	6-Camphenol
C2549	nojigikualkohol
C1486	1-Tricosene
C1486	Tricos-1-ene
C1486	Tricosene
C1486	tricosene-1
C3252	beta-Atlantone
C3252	(+)-beta-Atlantone
C3252	6-methyl-2-[(1R)-4-methylcyclohex-3-en-1-yl]hepta-1,5-dien-4-one
C5800	Nootkatol
C5800	(2S,4R,4aS,6R)-4,4a-dimethyl-6-(prop-1-en-2-yl)-2,3,4,4a,5,6,7,8-octahydronaphthalen-2-ol
C5800	2S-Hydroxyvalencene
C5800	trans-nootkatol
C5800	(+)-nootkatol
C5800	(+)-trans-nootkatol
C5800	2alpha-hydroxyvalencene
C5800	2alpha-hydroxy-4alpha,5alpha,7beta-eremophil-1(10),11-diene
C5800	(2S,4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydro-2H-naphthalen-2-ol
C5800	4alpha,4aalpha-dimethyl-6beta-(1-methylethenyl)-2,3,4,4a,5,6,7,8-octahydronaphthalene-2alpha-ol
C6869	vinylguaiacol
C6869	2-ethenyl-6-methoxyphenol
C6869	2-methoxy-6-vinyl-phenol
C610	gossonorol
C610	6-Methyl-2-(4-methylphenyl)hept-5-en-2-ol
C610	2-p-tolyl-6-methylhept-5-en-2-ol
C2558	6-Hydroxytremetone
C2558	Hydroxytremetone
C2558	Dihydroeuparin
C2558	1-[(2r)-6-hydroxy-2-(prop-1-en-2-yl)-2,3-dihydro-1-benzofuran-5-yl]ethanone
C2558	(-)-Hydroxytremetone
C2558	1-[(2R)-6-hydroxy-2-isopropenyl-2,3-dihydrobenzofuran-5-yl]ethanone
C2558	1-[(2R)-6-hydroxy-2-prop-1-en-2-yl-2,3-dihydro-1-benzofuran-5-yl]ethanone
