"Species";"Kingdom";"Phylum";"Class";"Order";"Family";"System";
"Vinca major";"Plantae";"Magnoliophyta";"Magnoliopsida";"Gentianales";"Apocynaceae";"Terrestrial";
"Vitex rotundifolia";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Verbenaceae";"Terrestrial";
"Vulpia bromoides";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Waterhousea floribunda";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Myrtaceae";"Terrestrial";
"Wisteria floribunda";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Wisteria sinensis";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Xanthium spinosum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Zantedeschia aethiopica";"Plantae";"Magnoliophyta";"Liliopsida";"Arales";"Araceae";"Terrestrial";
"Zizania latifolia";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Ziziphus mauritiana";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rhamnales";"Rhamnaceae";"Terrestrial";
"Zostera japonica";"Plantae";"Magnoliophyta";"Liliopsida";"Najadales";"Zosteraceae";"Terrestrial";
"Zostera marina";"Plantae";"Magnoliophyta";"Liliopsida";"Najadales";"Zosteraceae";"Terrestrial";
