"Species";"Kingdom";"Phylum";"Class";"Order";"Family";"System";
"Merremia tuberosa";"Plantae";"Magnoliophyta";"Magnoliopsida";"Solanales";"Convolvulaceae";"Terrestrial";
"Miconia calvescens";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Melastomataceae";"Terrestrial";
"Micropterus salmoides";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Centrarchidae";"Freshwater";
"Microstegium vimineum";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Mikania micrantha";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Mimosa diplotricha";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Mimosa pigra";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Mimosa pudica";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Miscanthus sinensis";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Misgurnus anguillicaudatus";"Animalia";"Chordata";"Actinopterygii";"Cypriniformes";"Cobitidae";"Freshwater";
"Mnemiopsis leidyi";"Animalia";"Ctenophora";"Tentaculata";"Lobata";"Mnemiidae";"Marine";
"Molothrus ater";"Animalia";"Chordata";"Aves";"Passeriformes";"Icteridae";"Terrestrial";
"Molothrus bonariensis";"Animalia";"Chordata";"Aves";"Passeriformes";"Icteridae";"Terrestrial";
"Monomorium destructor";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Terrestrial";
"Monomorium floricola";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Terrestrial";
"Monomorium pharaonis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Terrestrial";
"Monopterus albus";"Animalia";"Chordata";"Actinopterygii";"Synbranchiformes";"Synbranchidae";"Freshwater";
"Montia fontana";"Plantae";"Magnoliophyta";"Magnoliopsida";"Caryophyllales";"Portulacaceae";"Terrestrial";
"Morella faya";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myricales";"Myricaceae";"Terrestrial";
"Morone americana";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Moronidae";"Brackish";
"Morus alba";"Plantae";"Magnoliophyta";"Magnoliopsida";"Urticales";"Moraceae";"Terrestrial";
"Musculista senhousia";"Animalia";"Mollusca";"Bivalvia";"Mytiloida";"Mytilidae";"Marine";
"Mus musculus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Terrestrial";
"Mustela erminea";"Animalia";"Chordata";"Mammalia";"Carnivora";"Mustelidae";"Terrestrial";
"Mustela furo";"Animalia";"Chordata";"Mammalia";"Carnivora";"Mustelidae";"Terrestrial";
"Mustela nivalis";"Animalia";"Chordata";"Mammalia";"Carnivora";"Mustelidae";"Terrestrial";
"Mya arenaria";"Animalia";"Mollusca";"Bivalvia";"Myoida";"Myidae";"Marine";
"Mycale grandis";"Animalia";"Porifera";"Demospongiae";"Poecilosclerida";"Mycalidae";"Marine";
"Myiopsitta monachus";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Terrestrial";
"Myocastor coypus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Myocastoridae";"Freshwater_terrestrial";
"Myriophyllum aquaticum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Haloragales";"Haloragaceae";"Terrestrial";
"Myriophyllum heterophyllum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Haloragales";"Haloragaceae";"Terrestrial";
"Myriophyllum spicatum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Haloragales";"Haloragaceae";"Terrestrial";
"Myrmica rubra";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Terrestrial";
"Mytilopsis leucophaeata";"Animalia";"Mollusca";"Bivalvia";"Veneroida";"Dreissenidae";"Brackish";
"Mytilopsis sallei";"Animalia";"Mollusca";"Bivalvia";"Veneroida";"Dreissenidae";"Marine";
"Mytilus galloprovincialis";"Animalia";"Mollusca";"Bivalvia";"Mytiloida";"Mytilidae";"Marine";
"Myxobolus cerebralis";"Animalia";"Myxozoa";"Myxosporea";"Bivalvulida";"Myxobolidae";"Freshwater";
"Najas minor";"Plantae";"Magnoliophyta";"Liliopsida";"Najadales";"Najadaceae";"Terrestrial";
"Nassella neesiana";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Nassella tenuissima";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Nasua nasua";"Animalia";"Chordata";"Mammalia";"Carnivora";"Procyonidae";"Terrestrial";
"Natrix maura";"Animalia";"Chordata";"Reptilia";"Squamata";"Colubridae";"Freshwater_terrestrial";
"Neogobius melanostomus";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Gobiidae";"Freshwater";
"Neonectria faginata";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Terrestrial";
"Neovison vison";"Animalia";"Chordata";"Mammalia";"Carnivora";"Mustelidae";"Terrestrial";
"Nephrolepis cordifolia";"Plantae";"Pteridophyta";"Filicopsida";"Polypodiales";"Dryopteridaceae";"Terrestrial";
"Newcastle disease virus (NDV)";"Virus";"";"";"";"";"Terrestrial";
"Neyraudia reynaudiana";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Nicotiana glauca";"Plantae";"Magnoliophyta";"Magnoliopsida";"Solanales";"Solanaceae";"Terrestrial";
"Norops grahami";"Animalia";"Chordata";"Reptilia";"Squamata";"Polychrotidae";"Terrestrial";
"Norops sagrei";"Animalia";"Chordata";"Reptilia";"Squamata";"Polychrotidae";"Terrestrial";
"Nylanderia (=Paratrechina) pubens";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Terrestrial";
"Nymphaea odorata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Nymphaeales";"Nymphaeaceae";"Terrestrial";
"Nymphoides peltata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Solanales";"Menyanthaceae";"Terrestrial";
"Nypa fruticans";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Ochlerotatus japonicus japonicus";"Animalia";"Arthropoda";"Insecta";"Diptera";"Culicidae";"Terrestrial";
"Ocimum gratissimum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Lamiaceae";"Terrestrial";
"Odocoileus virginianus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Cervidae";"Terrestrial";
"Oeceoclades maculata";"Plantae";"Magnoliophyta";"Liliopsida";"Orchidales";"Orchidaceae";"Terrestrial";
"Olea europaea";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Oleaceae";"Terrestrial";
"Oncorhynchus mykiss";"Animalia";"Chordata";"Actinopterygii";"Salmoniformes";"Salmonidae";"Freshwater";
"Ondatra zibethicus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Cricetidae";"Freshwater_terrestrial";
"Onopordum acanthium";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Oopterus soledadinus";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Terrestrial";
"Ophiostoma ulmi sensu lato";"Fungi";"Ascomycota";"Ascomycetes";"Ophiostomatales";"Ophiostomataceae";"Terrestrial";
"Oplismenus undulatifolius";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Opuntia cochenillifera";"Plantae";"Magnoliophyta";"Magnoliopsida";"Caryophyllales";"Cactacea";"Terrestrial";
"Opuntia ficus-indica";"Plantae";"Magnoliophyta";"Magnoliopsida";"Caryophyllales";"Cactacea";"Terrestrial";
"Opuntia monacantha";"Plantae";"Magnoliophyta";"Magnoliopsida";"Caryophyllales";"Cactacea";"Terrestrial";
"Opuntia stricta";"Plantae";"Magnoliophyta";"Magnoliopsida";"Caryophyllales";"Cactacea";"Terrestrial";
"Oracella acuta";"Animalia";"Arthropoda";"Insecta";"Hemiptera";"Pseudococcidae";"Terrestrial";
"Orconectes rusticus";"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Cambaridae";"Freshwater";
"Orconectes virilis";"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Cambaridae";"Freshwater";
"Oreochromis";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Cichlidae";"Freshwater";
"Oreochromis aureus";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Cichlidae";"Freshwater";
"Oreochromis mossambicus";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Cichlidae";"Freshwater";
"Oreochromis niloticus";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Cichlidae";"Freshwater";
"Orthezia insignis";"Animalia";"Arthropoda";"Insecta";"Hemiptera";"Ortheziidae";"Terrestrial";
"Orthotomicus erosus";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Scolytidae";"Terrestrial";
"Oryctes rhinoceros";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Scarabaeidae";"Terrestrial";
"Oryctolagus cuniculus";"Animalia";"Chordata";"Mammalia";"Lagomorpha";"Leporidae";"Terrestrial";
"Osteopilus septentrionalis";"Animalia";"Chordata";"Amphibia";"Anura";"Hylidae";"Freshwater_terrestrial";
"Ostrea edulis";"Animalia";"Mollusca";"Bivalvia";"Ostreoida";"Ostreidae";"Marine";
"Ovis ammon";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Terrestrial";
"Ovis aries";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Terrestrial";
"Oxalis corniculata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Geraniales";"Oxalidaceae";"Terrestrial";
"Oxalis latifolia";"Plantae";"Magnoliophyta";"Magnoliopsida";"Geraniales";"Oxalidaceae";"Terrestrial";
"Oxalis pes-caprae";"Plantae";"Magnoliophyta";"Magnoliopsida";"Geraniales";"Oxalidaceae";"Terrestrial";
"Oxycaryum cubense";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Cyperaceae";"Terrestrial";
"Oxyura jamaicensis";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Freshwater_terrestrial";
"Pachycondyla chinensis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Terrestrial";
"Pacifastacus leniusculus";"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Astacidae";"Freshwater";
"Paederia foetida";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rubiales";"Rubiaceae";"Terrestrial";
"Panicum repens";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Paratachardina pseudolobata";"Animalia";"Arthropoda";"Insecta";"Hemiptera";"Kerriidae";"Terrestrial";
"Paratrechina longicornis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Terrestrial";
"Parthenium hysterophorus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Paspalum scrobiculatum";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Paspalum urvillei";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Paspalum vaginatum";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Passer domesticus";"Animalia";"Chordata";"Aves";"Passeriformes";"Passeridae";"Terrestrial";
"Passiflora edulis";"Plantae";"Magnoliophyta";"Magnoliopsida";"Violales";"Passifloraceae";"Terrestrial";
"Passiflora foetida";"Plantae";"Magnoliophyta";"Magnoliopsida";"Violales";"Passifloraceae";"Terrestrial";
"Passiflora maliformis";"Plantae";"Magnoliophyta";"Magnoliopsida";"Violales";"Passifloraceae";"Terrestrial";
"Passiflora suberosa";"Plantae";"Magnoliophyta";"Magnoliopsida";"Violales";"Passifloraceae";"Terrestrial";
"Passiflora tarminiana";"Plantae";"Magnoliophyta";"Magnoliopsida";"Violales";"Passifloraceae";"Terrestrial";
"Pasteurella multocida";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pasteurellales";"Pasteurellaceae";"Terrestrial";
"Paulownia tomentosa";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Scrophulariaceae";"Terrestrial";
"Pelophylax bedriagae";"Animalia";"Chordata";"Amphibia";"Anura";"Ranidae";"Freshwater_terrestrial";
"Pelophylax ridibundus";"Animalia";"Chordata";"Amphibia";"Anura";"Ranidae";"Freshwater_terrestrial";
"Perca fluviatilis";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Percidae";"Freshwater";
"Perna perna";"Animalia";"Mollusca";"Bivalvia";"Mytiloida";"Mytilidae";"Marine";
"Perna viridis";"Animalia";"Mollusca";"Bivalvia";"Mytiloida";"Mytilidae";"Marine";
"Peromyscus fraterculus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Terrestrial";
"Peromyscus maniculatus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Terrestrial";
"Persicaria perfoliata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Polygonales";"Polygonaceae";"Terrestrial";
"Petrogale inornata";"Animalia";"Chordata";"Mammalia";"Diprotodontia";"Macropodidae";"Terrestrial";
"Petromyzon marinus";"Animalia";"Chordata";"Cephalaspidomorphi";"Petromyzontiformes";"Petromyzontidae";"Terrestrial_freshwater_marine";
"Phalanger orientalis";"Animalia";"Chordata";"Mammalia";"Diprotodontia";"Phalangeridae";"Terrestrial";
"Phalaris arundinacea";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Phalloceros caudimaculatus";"Animalia";"Chordata";"Actinopterygii";"Cyprinodontiformes";"Poeciliidae";"Freshwater";
"Pheidole megacephala";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Terrestrial";
"Phellinus noxius";"Fungi";"Eumycota";"Hymenomycetidae";"Aphyllophorales";"Hymenochaetaceae";"Terrestrial";
"Philornis downsi";"Animalia";"Arthropoda";"Insecta";"Diptera";"Muscidae";"Terrestrial";
"Phoenix canariensis";"Plantae";"Magnoliophyta";"Liliopsida";"Arecales";"Arecaceae";"Terrestrial";
"Phormium tenax";"Plantae";"Magnoliophyta";"Liliopsida";"Liliales";"Agavaceae";"Terrestrial";
"Phoxinus phoxinus";"Animalia";"Chordata";"Actinopterygii";"Cypriniformes";"Cyprinidae";"Freshwater";
"Phragmites australis";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Phyllorhiza punctata";"Animalia";"Cnidaria";"Scyphozoa";"Rhizostomeae";"Mastigiidae";"Marine";
"Phyllostachys flexuosa";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Phymatosorus scolopendria";"Plantae";"Pteridophyta";"Filicopsida";"Polypodiales";"	Polypodiaceae";"Terrestrial";
"Physalis peruviana";"Plantae";"Magnoliophyta";"Magnoliopsida";"Solanales";"Solanaceae";"Terrestrial";
"Phytophthora alni";"Chromista";"Oomycota";"Peronosporea";"Peronosporales";"Peronosporaceae";"Terrestrial";
"Phytophthora cinnamomi";"Fungi";"Oomycota";"Peronosporea";"Peronosporales";"Peronosporaceae";"Terrestrial";
"Phytophthora lateralis";"Fungi";"Oomycota";"Peronosporea";"Peronosporales";"Peronosporaceae";"Terrestrial";
"Phytophthora pinifolia";"Fungi";"Oomycota";"Peronosporea";"Peronosporales";"Peronosporaceae";"Terrestrial";
"Phytophthora plurivora";"Chromista";"Oomycota";"Peronosporea";"Peronosporales";"Peronosporaceae";"Terrestrial";
"Phytophthora ramorum";"Fungi";"Oomycota";"Peronosporea";"Peronosporales";"Peronosporaceae";"Terrestrial";
"Phytophthora taxon Agathis (PTA)";"Fungi";"Oomycota";"Peronosporea";"Peronosporales";"Peronosporaceae";"Terrestrial";
"Pimenta dioica";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Myrtaceae";"Terrestrial";
"Pinus";"Plantae";"Coniferophyta";"Pinopsida";"Pinales";"Pinaceae";"Terrestrial";
"Pinus caribaea";"Plantae";"Coniferophyta";"Pinopsida";"Pinales";"Pinaceae";"Terrestrial";
"Pinus pinaster";"Plantae";"Coniferophyta";"Pinopsida";"Pinales";"Pinaceae";"Terrestrial";
"Piper aduncum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Piperales";"Piperaceae";"Terrestrial";
"Pistia stratiotes";"Plantae";"Magnoliophyta";"Liliopsida";"Arales";"Araceae";"Terrestrial";
"Pitangus sulphuratus";"Animalia";"Chordata";"Aves";"Passeriformes";"Tyrannidae";"Terrestrial";
"Pittosporum tenuifolium";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Pittosporaceae";"Terrestrial";
"Pittosporum undulatum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Pittosporaceae";"Terrestrial";
"Pittosporum viridiflorum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Pittosporaceae";"Terrestrial";
"Plasmodium relictum";"Protista";"Apicomplexa";"Aconoidasida";"Haemosporida";"Plasmodiidae";"Terrestrial";
"Platydemus manokwari";"Animalia";"Platyhelminthes";"Turbellaria";"Tricladida";"Geoplanidae";"Terrestrial";
"Pluchea carolinensis";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Pluchea indica";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Poa annua";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Poa pratensis";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Podarcis sicula";"Animalia";"Chordata";"Reptilia";"Squamata";"Lacertidae";"Terrestrial";
"Poecilia reticulata";"Animalia";"Chordata";"Actinopterygii";"Cyprinodontiformes";"Poeciliidae";"Freshwater";
"Polistes chinensis antennalis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Vespidae";"Terrestrial";
"Polygala paniculata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Polygalales";"Polygalaceae";"Terrestrial";
"Polygonum cuspidatum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Polygonales";"Polygonaceae";"Terrestrial";
"Polysiphonia brodiei";"Plantae";"Rhodophyta";"Rhodophyceae";"Ceramiales";"Rhodomelaceae";"Marine";
"Pomacea canaliculata";"Animalia";"Mollusca";"Gastropoda";"Architaenioglossa";"Ampullariidae";"Freshwater";
"Pomacea insularum";"Animalia";"Mollusca";"Gastropoda";"Architaenioglossa";"Ampullariidae";"Freshwater";
"Populus alba";"Plantae";"Magnoliophyta";"Magnoliopsida";"Salicales";"Salicaceae";"Terrestrial";
"Porcellio scaber";"Animalia";"Arthropoda";"Malacostraca";"Isopoda";"Porcellionidae";"Terrestrial";
"Porphyrio porphyrio";"Animalia";"Chordata";"Aves";"Gruiformes";"Rallidae";"Freshwater_terrestrial";
"Potamocorbula amurensis";"Animalia";"Mollusca";"Bivalvia";"Myoida";"Corbulidae";"Marine";
"Potamogeton crispus";"Plantae";"Magnoliophyta";"Liliopsida";"Najadales";"Potamogetonaceae";"Terrestrial";
"Potamogeton perfoliatus";"Plantae";"Magnoliophyta";"Liliopsida";"Najadales";"Potamogetonaceae";"Terrestrial";
"Potamopyrgus antipodarum";"Animalia";"Mollusca";"Gastropoda";"Neotaenioglossa";"Hydrobiidae";"Freshwater";
"Procambarus clarkii";"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Cambaridae";"Freshwater";
"Procambarus virginalis";"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Cambaridae";"Freshwater";
"Procyon lotor";"Animalia";"Chordata";"Mammalia";"Carnivora";"Procyonidae";"Terrestrial";
"Prosopis";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Prosopis glandulosa";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Prosopis juliflora";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Prunus campanulata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Pseudodiaptomus inopinus";"Animalia";"Arthropoda";"Maxillopoda";"Calanoida";"Pseudodiaptomidae";"Freshwater";
"Psidium cattleianum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Myrtaceae";"Terrestrial";
"Psidium guajava";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Myrtaceae";"Terrestrial";
"Psittacula krameri";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Terrestrial";
"Psoralea pinnata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Pteris cretica";"Plantae";"Pteridophyta";"Filicopsida";"Polypodiales";"Pteridaceae";"Terrestrial";
"Pterois volitans";"Animalia";"Chordata";"Actinopterygii";"Scorpaeniformes";"Scorpaenidae";"Marine";
"Pterygoplichthys anisitsi";"Animalia";"Chordata";"Actinopterygii";"Siluriformes";"Loricariidae";"Freshwater";
"Pterygoplichthys disjunctivus";"Animalia";"Chordata";"Actinopterygii";"Siluriformes";"Loricariidae";"Freshwater";
"Pterygoplichthys multiradiatus";"Animalia";"Chordata";"Actinopterygii";"Siluriformes";"Loricariidae";"Freshwater";
"Pterygoplichthys pardalis";"Animalia";"Chordata";"Actinopterygii";"Siluriformes";"Loricariidae";"Freshwater";
"Pterygoplichthys spp.";"Animalia";"Chordata";"Actinopterygii";"Siluriformes";"Loricariidae";"Freshwater";
"Puccinia psidii";"Fungi";"Basidiomycota";"Teliomycetes";"Uredinales";"Pucciniaceae";"Terrestrial";
"Pueraria montana var. lobata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Pycnonotus cafer";"Animalia";"Chordata";"Aves";"Passeriformes";"Pycnonotidae";"Terrestrial";
"Pycnonotus jocosus";"Animalia";"Chordata";"Aves";"Passeriformes";"Pycnonotidae";"Terrestrial";
"Pylodictis olivaris";"Animalia";"Chordata";"Actinopterygii";"Siluriformes";"Ictaluridae";"Terrestrial";
"Pyrus calleryana";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Python bivittatus";"Animalia";"Chordata";"Reptilia";"Squamata";"Pythonidae";"Terrestrial";
"Quadrastichus erythrinae";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Eulophidae";"Terrestrial";
"Radumeris tasmaniensis";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Scoliidae";"Terrestrial";
"Raffaelea lauricola";"Fungi";"Ascomycota";"Sordariomycetes";"Ophiostomatales";"Ophiostomataceae";"Terrestrial";
"Ramphotyphlops braminus";"Animalia";"Chordata";"Reptilia";"Squamata";"	Typhlopidae";"Terrestrial";
"Rangia cuneata";"Animalia";"Mollusca";"Bivalvia";"Veneroida";"Mactridae";"Marine";
"Rangifer tarandus";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Cervidae";"Terrestrial";
"Ranunculus ficaria";"Plantae";"Magnoliophyta";"Magnoliopsida";"Ranunculales";"Ranunculaceae";"Terrestrial";
"Raoiella indica";"Animalia";"Arthropoda";"Arachnida";"Acariformes";"Tenuipalpidae";"Terrestrial";
"Rapana venosa";"Animalia";"Mollusca";"Gastropoda";"Neogastropoda";"Muricidae";"Marine";
"Rattus exulans";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Terrestrial";
"Rattus norvegicus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Terrestrial";
"Rattus rattus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Terrestrial";
"Rhamnus alaternus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rhamnales";"Rhamnaceae";"Terrestrial";
"Rhamnus cathartica";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rhamnales";"Rhamnaceae";"Terrestrial";
"Rhinella marina";"Animalia";"Chordata";"Amphibia";"Anura";"Bufonidae";"Freshwater_terrestrial";
"Rhithropanopeus harrisii";"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Panopeidae";"Brackish";
"Rhizophora mangle";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rhizophorales";"Rhizophoraceae";"Terrestrial";
"Rhododendron ponticum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Ericales";"Ericaceae";"Terrestrial";
"Rhodomyrtus tomentosa";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Myrtaceae";"Terrestrial";
"Rhus longipes";"Plantae";"Magnoliophyta";"Magnoliopsida";"Sapindales";"Anacardiaceae";"Terrestrial";
"Ricinus communis";"Plantae";"Magnoliophyta";"Magnoliopsida";"Euphorbiales";"Euphorbiaceae";"Terrestrial";
"Robinia pseudoacacia";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Rosa bracteata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Rosa multiflora";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Rottboellia cochinchinensis";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Rubus alceifolius";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Rubus discolor";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Rubus ellipticus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Rubus moluccanus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Rubus niveus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Rubus pinnatus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Rubus rosifolius";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Ruellia brevifolia";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Acanthaceae";"Terrestrial";
"Rumex acetosella";"Plantae";"Magnoliophyta";"Magnoliopsida";"Polygonales";"Polygonaceae";"Terrestrial";
"Rumex crispus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Polygonales";"Polygonaceae";"Terrestrial";
"Rumex obtusifolius";"Plantae";"Magnoliophyta";"Magnoliopsida";"Polygonales";"Polygonaceae";"Terrestrial";
"Rupicapra rupicapra";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Terrestrial";
"Rusa unicolor";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Cervidae";"Terrestrial";
"Rutilus rutilus";"Animalia";"Chordata";"Actinopterygii";"Cypriniformes";"Cyprinidae";"Freshwater";
"Sabella spallanzanii";"Animalia";"Annelida";"Polychaeta";"Canalipalpata";"Sabellidae";"Marine";
"Sacciolepis indica";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
